username,date,retweets,favorites,text,geo,mentions,hashtags,id,;permalink
ManishButte,2020-08-04 17:01,1,0,"Wonderful resource! Thank you! Just FYI, the vignettes on # github need to be updated with the proper commands (capitalization and others) and parameters ("filter_databases" instead of "resources")",,,#,"1290754737818628098",https://twitter.com/ManishButte/status/1290754737818628098
LenovoLegion,2020-09-03 14:26,14,201,"Lenovo Legion x @ PlayApex Now is your chance to rise above the rest. Unmatched performance, purposeful engineering, modern design. Gear up with a machine as savage as you are. Stylish outside. Savage inside.",,@,,"1301587465258577920",https://twitter.com/LenovoLegion/status/1301587465258577920
CDSBMexico,2020-08-04 16:28,6,11,"Por último, hoy Marcel Ramos @ M2RUseR de @ Bioconductor nos explica como hacer "debugging" de código de R Es decir, vamos a aprender a buscar la fuente de errores # CDSB2020 # rstatspic.twitter.com/p85nLvjcrL",,@ @,# #,"1290746328172113922",https://twitter.com/CDSBMexico/status/1290746328172113922
alvaldeolivas,2020-08-04 14:27,9,27,"Our new OmniPath paper is finally out in # bioRxiv! Huge effort by @ deeeenes to integrate intra- and intercellular signaling knowledge and protein annotations! @ omnipathdb is available via # Python, R @ Bioconductor, @ cytoscape and web service!https://twitter.com/saezlab/status/1290660375139176449 …",,@ @ @ @,# #,"1290715896357494788",https://twitter.com/alvaldeolivas/status/1290715896357494788
saezlab,2020-08-04 10:46,1,6,"@ omnipathdb is available as a web service https://omnipathdb.org/ , Cytoscape app http://apps.cytoscape.org/apps/omnipath , and Python https://github.com/saezlab/pypath and R @ Bioconductor packages https://www.bioconductor.org/packages/devel/bioc/html/OmnipathR.html …",,@ @,,"1290660382089129985",https://twitter.com/saezlab/status/1290660382089129985
kelly_thinks,2020-08-04 09:07,0,2,"Reflecting on last week's amazing # bioc2020. I'm thankful to the organizers & participants. I'm new to @ Bioconductor and # bioc2020 showcased a breadth of analysis & community building opportunities, which left me so inspired. It's a gift to feel inspired right now, so thank you!",,@,# #,"1290635496041918464",https://twitter.com/kelly_thinks/status/1290635496041918464
CDSBMexico,2020-08-04 08:57,1,1,"Necesitas ayuda instalando * @ rstudio Desktop https://rstudio.com/products/rstudio/download/ … * R 4.0 https://cran.r-project.org * ¿Los paquetes de R/ @ Bioconductor para el taller? * Zoom https://comunidadbioinfo.github.io/cdsb2020/#pre-requisitos … ¡Te esperamos en nuestra sesión de ayuda vía Zoom que empieza ahora! # CDSB2020 # rstatsESpic.twitter.com/0Brur9se0m",,@ @,#pre # #,"1290632853219422208",https://twitter.com/CDSBMexico/status/1290632853219422208
heroic_photon,2020-08-04 00:52,0,1,"Thank-you for organizing a fabulous conference. I'm thankful for the virtual format and low fees that allowed me to attend. Every single talk and workshop was useful.",,,,"1290510946935472129",https://twitter.com/heroic_photon/status/1290510946935472129
AliciaMstt,2020-08-03 18:39,0,5,"El Guasón envidia el tamaño de sonrisa que este hilo ha provocado en mi rostro.",,,,"1290417110271823874",https://twitter.com/AliciaMstt/status/1290417110271823874
RoswellPark,2020-08-03 15:13,11,44,"The @ Bioconductor project, led by our Dr. Martin Morgan, held its annual conference last week. Over 500 people took part in the virtual conference, exploring the analysis and comprehension of high throughput genomic data. # bioc2020 https://bioc2020.bioconductor.org/organizers pic.twitter.com/qiYrpEKM9F",,@,#,"1290365286441455618",https://twitter.com/RoswellPark/status/1290365286441455618
