username,date,retweets,favorites,text,geo,mentions,hashtags,id,;permalink
mceccarelli,2016-06-29 12:30,3,2,"TCGA workflow using @ Bioconductor packages on @ F1000Research . # TCGA @ LABioconductor @ TCGAupdates http://goo.gl/BZCTE0",,@ @ @ @,#,"748191904144171009",https://twitter.com/mceccarelli/status/748191904144171009
RealSimple,2020-07-17 17:03,25,187,"Renovating a bathroom doesn’t have to be a massive undertaking. # DiscoverPersonalLoans # ad https://www.realsimple.com/featured/ReviveABoringBathroomDiscoverPersonalLoans2020?sm_r=YABsRS …pic.twitter.com/aZkWqDJytx",,,# #,"1284232310234255360",https://twitter.com/RealSimple/status/1284232310234255360
drisso1893,2016-06-28 18:38,0,1,"We really need a # bioconductor sticker for # useR2017! No? @ Bioconductor # useR2016",,@,# # #,"747922262498521088",https://twitter.com/drisso1893/status/747922262498521088
lgatt0,2016-06-28 17:03,0,0,"would the @ Bioconductor mzR package be useful? Parses data and (some) metadata from mz(X)ML.",,@,,"747898225567244288",https://twitter.com/lgatt0/status/747898225567244288
kosinski_rblog,2016-06-28 00:17,0,0,"@ Bioconductor BioC2016 was great :)! Hope to see You next year! Thanks once again for the scholarship",,@,,"747644996283674624",https://twitter.com/kosinski_rblog/status/747644996283674624
minisciencegirl,2016-06-27 20:10,0,4,"WHAT?!! Thanks for sharing this secret - wish I knew three days ago for # bioc2016",,,#,"747582834278207489",https://twitter.com/minisciencegirl/status/747582834278207489
mritchieau,2016-06-27 16:53,0,2,"@ Bioconductor is there too! And new words like 'reproducable' - always good to check the spelling ;) # useR2016https://twitter.com/alice_data/status/747530017098240000 …",,@,#,"747533395744350208",https://twitter.com/mritchieau/status/747533395744350208
mritchieau,2016-06-27 16:49,2,0,"@ Bioconductor is there also! And new words like 'reproducable' - always good to check spelling :) # userR2016https://twitter.com/alice_data/status/747530017098240000 …",,@,#,"747532328742715393",https://twitter.com/mritchieau/status/747532328742715393
ayshwaryas,2016-06-27 15:02,1,9,"After a great time at my first @ Bioconductor mtg # bioc2016, excited to be at the largest # rstats mtg # useR2016pic.twitter.com/6rItIt22Jj",,@,# # #,"747505416536416257",https://twitter.com/ayshwaryas/status/747505416536416257
rmflight,2016-06-27 14:37,0,1,"R, definitely R. I did lots of bioinfo in Matlab during PhD, wish I had had R. @ Bioconductor is amazing ecosystem",,@,,"747499101470752768",https://twitter.com/rmflight/status/747499101470752768
mikelove,2016-06-27 13:47,3,15,"had a great time at # Bioc2016. amazing speakers: Dudoit, Holmes, Bryan, Tibshirani, Greenleaf, Montgomery! coming away w/ lots of ideas",,,#,"747486525152104449",https://twitter.com/mikelove/status/747486525152104449
WonderMixTape,2016-06-27 11:47,1,0,"Slides + materials from @ Bioconductor 2016 Developer Day https://docs.google.com/document/d/1HCn6CPU3nX5oDYN1mdgzqRvJTyyhQAsCRMy-h3PqSKg/edit# …",,@,#,"747456394580754433",https://twitter.com/WonderMixTape/status/747456394580754433
jo_rainer,2016-06-27 01:02,0,0,"# Bioc2016 was great! Thanks Martin Morgan and organizers!",,,#,"747294017075847168",https://twitter.com/jo_rainer/status/747294017075847168
jo_rainer,2016-06-26 23:04,1,1,"sure, grep my # emacs setup at https://github.com/jotsetung/memacs … : org-mode + org-bullets + https://github.com/jotsetung/flatui-emacs … # bioc2016",,,# #,"747264218974429184",https://twitter.com/jo_rainer/status/747264218974429184
benrfitzpatrick,2016-06-26 18:48,0,0,"slides re easy package development via # rstats devtools &installing others' pckgs from @ github& @ Bioconductor with R https://twitter.com/seandavis12/status/747132462027804673 …",,@ @,#,"747199971166937088",https://twitter.com/benrfitzpatrick/status/747199971166937088
