username,date,retweets,favorites,text,geo,mentions,hashtags,id,;permalink
daly0612,2010-06-12 19:44,0,0,"Verga hay mujeres q se operan y de pana quedan como unos espantos andantes!!!.. estaban mejor como vinieron de fabrica # asco",,,#,"16036690514",https://twitter.com/daly0612/status/16036690514
womandelcallaoo,2010-06-12 19:26,0,0,"Me tienen arrecha los vecinos con Rihanna # asco # penaajena",,,# #,"16035886471",https://twitter.com/womandelcallaoo/status/16035886471
Rickipepsi,2010-06-12 18:51,0,0,"Que cantidad de Gente Wircha hay en caracas , parece que se Drogaran antes de Vestirse! :S # ASCO",,,#,"16034302350",https://twitter.com/Rickipepsi/status/16034302350
cesarauseo,2010-06-12 18:32,0,0,"Sinceramente las pecas nunca han sido lo mio... Hasta # asco me pueden dar. Nada como la piel unicolor, y si es de playita mejor! :D",,,#,"16033443849",https://twitter.com/cesarauseo/status/16033443849
teamoncology,2010-06-12 18:15,0,0,"RT @ teamoncology: Typical free lunch provided @Med Society Mtg in Japan. Why not at # asco10 or # aacr? RT @ nobkz: http://twitpic.com/1w292k",,@ @Med @,# #,"16032710175",https://twitter.com/teamoncology/status/16032710175
monikarda,2010-06-12 18:15,0,0,"RT @ MemoMimo La TV abierta es 1 # ASCO los fines de semana k es cuando + variedad debería de haber... // +1,00000000000",,@,#,"16032692558",https://twitter.com/monikarda/status/16032692558
teamoncology,2010-06-12 18:15,0,0,"Typical free lunch provided at Medical Society Mtg. What is wrong with # asco10 or # aacr? RT @ nobkz: http://twitpic.com/1w292k",,@,# #,"16032679772",https://twitter.com/teamoncology/status/16032679772
Mario_Mendoza_M,2010-06-12 17:45,0,0,"@ jorge_vargas18 # ASCO jajaja ya seee jaja y q onda q plan tienen ustedes hoy",,@,#,"16031385180",https://twitter.com/Mario_Mendoza_M/status/16031385180
piaffeatx,2010-06-12 17:44,0,0,"Agreed! RT @ mfenner: RT @ OncologyTimes: Really made such a diff at # asco10 to follow tweets within a session for additional insights, views",,@ @,#,"16031364850",https://twitter.com/piaffeatx/status/16031364850
Hebersz,2010-06-12 17:43,0,0,"@ freddrdz D: # Asco .JAAJJAJAJ NTC... pues sii hayy qe seeduucir en twitter no? e____e oksia",,@,#,"16031321562",https://twitter.com/Hebersz/status/16031321562
jorge_vargas18,2010-06-12 17:42,0,0,"@ mariomendoza28 no no no! # ASCO con juanito neta",,@,#,"16031296877",https://twitter.com/jorge_vargas18/status/16031296877
mariamukel,2010-06-12 17:42,0,0,"@Vvfb26 ya respondi puro jajajajajajajajjajajajajajaj es verdad xd # ASCO",,@Vvfb26,#,"16031282949",https://twitter.com/mariamukel/status/16031282949
jmarrias,2010-06-12 16:09,0,0,"Y lo volvio a hacer! # asco",,,#,"16026917669",https://twitter.com/jmarrias/status/16026917669
ajmora__,2010-06-12 16:03,0,0,"@ JoeyFx de pana :S # Asco.. Algunas personas por hacer mas, hacen menos",,@,#,"16026566288",https://twitter.com/ajmora__/status/16026566288
medicencardona,2010-06-12 15:59,0,0,"@Tomjoseph2010 sii tom, pero igual no es lo mismooo! XD .. # Asco el nombre de ese tipoo pone piche hasta una frutaaaa wn! -.-",,@Tomjoseph2010,#,"16026360634",https://twitter.com/medicencardona/status/16026360634
medicencardona,2010-06-12 15:56,0,0,"@AdeDG16 @Tomjoseph2010 Chuuu! ni en los momentos d crisis seremoss esoooo! jajaja! # Asco, quieransee! eso ni d charla se dice XD jajajajaja",,@AdeDG16 @Tomjoseph2010,#,"16026216674",https://twitter.com/medicencardona/status/16026216674
mariamukel,2010-06-12 14:59,0,0,"@ greysonchance its so ugly @ mariaelisa10 @ SophiaMorillo # ASCO",,@ @ @,#,"16022843319",https://twitter.com/mariamukel/status/16022843319
oxtuncrisis,2010-06-12 14:34,0,0,"@sheiDGAF JAJA porqé pescaba con la mano xD encima un pez, # ASCO (?",,@sheiDGAF,#,"16021351764",https://twitter.com/oxtuncrisis/status/16021351764
RicoBarragan,2010-06-12 14:22,0,0,"No hay nada mas enervante q discutir d cualquier tema (este caso fut) con un fanatico religioso. Todo termina en 'Dios lo manda asi'. # Asco.",,,#,"16020570379",https://twitter.com/RicoBarragan/status/16020570379
LoboMaster,2010-06-12 14:08,0,0,"Media botella? Wow RT @ AndreaToledoo Me gustaba hasta qe me tome media botella yo sola RT @ LoboMaster: No te gusta? RT @ AndreaToledoo # Asco",,@ @ @,#,"16019737852",https://twitter.com/LoboMaster/status/16019737852
AMastrogiovanni,2010-06-12 13:47,0,0,"# asco tenia un mondonguero horrible que tendre pesadillas RT @ DaaviDCol: # porfavorRT @ AMastrogiovanni: (cont) http://tl.gd/1r9800",,@ @,# #,"16018567760",https://twitter.com/AMastrogiovanni/status/16018567760
LoboMaster,2010-06-12 13:46,0,0,"No te gusta? RT @ AndreaToledoo # Asco RT @ BeLikeMari: Tequila..",,@ @,#,"16018469603",https://twitter.com/LoboMaster/status/16018469603
gash276,2010-06-12 13:21,0,0,"Nuuuu # ZapeCat RT @ JoceTaboada: OMG!!! Hasta ahora va el desnudo de Maradona # asco 0.0",,@,# #,"16017059513",https://twitter.com/gash276/status/16017059513
ClaudiiaK,2010-06-12 13:18,0,0,"Mucho asco. RT @ JoceTaboada OMG!!! Hasta ahora va el desnudo de Maradona # asco 0.0",,@,#,"16016874656",https://twitter.com/ClaudiiaK/status/16016874656
ellaesbolsita,2010-06-12 13:17,0,0,"Lo mas asqueroso es el olor a cigarro ewww lo decreto hoy no fumare ni socialmente ni cuando este nerviosa. # hedicho # asco # guacala",,,# # #,"16016815109",https://twitter.com/ellaesbolsita/status/16016815109
AJTremont,2010-06-12 13:04,0,0,"# Asco un pelo en la comida :S Ahh",,,#,"16016019735",https://twitter.com/AJTremont/status/16016019735
GabyDelBianco,2010-06-12 12:45,0,0,"Ok ok estoy traumada que tipo mas ridículo y feo con sus mega bigote negrosan hiUientela # Asco :Z",,,#,"16014941517",https://twitter.com/GabyDelBianco/status/16014941517
GabyDelBianco,2010-06-12 12:44,0,0,"Ok ok estoy traumada que tipo mas ridículo y feo con sus mega bigote negros.. Pana así asustas ala clientela # Asco :Z",,,#,"16014863723",https://twitter.com/GabyDelBianco/status/16014863723
FernandoRTzompa,2010-06-12 12:29,0,0,"RT @ joseantoniopepe las playeras sin mangas sólo se usan en el gym y con sus excepciones nunca. Las usen para comer en público: # asco// jaja",,@,#,"16013952462",https://twitter.com/FernandoRTzompa/status/16013952462
SilPa3cia,2010-06-12 12:25,0,0,"# Asco RT @ MoisesOh: Nunca habia visto una sopa de patas O_o",,@,#,"16013683598",https://twitter.com/SilPa3cia/status/16013683598
AniPatyU,2010-06-12 12:20,0,0,"Todos esperaban q maradona se quitara aunque sea la corbata jeje # asco",,,#,"16013397907",https://twitter.com/AniPatyU/status/16013397907
edugoldenberg,2010-06-12 12:20,0,0,"Oi, @ moaluz: RT @ botecodojb: blogueiras e twitteiros que só falam bem de bares de amigos. e por muitas vezes, nem pagam suas contas. # asco",,@ @,#,"16013371302",https://twitter.com/edugoldenberg/status/16013371302
TereCastillo,2010-06-12 12:19,0,0,"RT @ mgcolmenares: Deben ser más feas que las de Mockus # asco RT @ Cesarpierluissi: Como que vamos a ver a Maradona pelándose las nalgas.",,@ @,#,"16013302186",https://twitter.com/TereCastillo/status/16013302186
pamoae,2010-06-12 12:13,0,0,"@ALEXITAMARO pero ten fe con mucha suerte te la regresa el lunes # asco",,@ALEXITAMARO,#,"16012924928",https://twitter.com/pamoae/status/16012924928
sangrechinche,2010-06-12 12:10,0,0,"no han tenido esos momento en los que ni el baño mas prolongado puede borrar?? # gracias por la imagen mental # asco..!",,,# #,"16012765368",https://twitter.com/sangrechinche/status/16012765368
botecodojb,2010-06-12 12:00,0,1,"blogueiras e twitteiros que só falam bem de bares de amigos. e por muitas vezes, nem pagam suas contas. # asco",,,#,"16012032639",https://twitter.com/botecodojb/status/16012032639
