username,date,retweets,favorites,text,geo,mentions,hashtags,id,;permalink
TheScientistLLC,2019-04-07 19:29,2,8,"One big question the authors have: Are these exosomes functional? # AACR19 # AACR2019 http://bit.ly/2FQ5t7p",,,# #,"1115034011578052614",https://twitter.com/TheScientistLLC/status/1115034011578052614
CUCancerCenter,2019-04-07 18:55,1,1,"New study suggests a way to ensure that cancer cells with damaged DNA fly past G2M to their doom: Blindfold the race inspector. Full article: http://bit.ly/2Kdxj2O # AACR # AACR19 # aacr2019 pic.twitter.com/SwETUnxaim",,,# # #,"1115025267741929473",https://twitter.com/CUCancerCenter/status/1115025267741929473
Prellisbio,2019-04-07 17:13,3,6,"Data keeps rolling in from our independent # academic collaborators using pre-vascularized tissue blanks for everything from tumors to human organ proxies - and it's looking good! # academia # Biology # biotech # biotechnology # stem # 3Dprinting # engineering # science # AACR19 pic.twitter.com/A0yA1qQqkz",,,# # # # # # # # # #,"1114999551302090752",https://twitter.com/Prellisbio/status/1114999551302090752
cancerassassin1,2019-04-07 17:05,2,3,"@ NBTStweets @ theABTA # btsm @ BTSMchat @ AshleySumrallMD @ NeuroOnc @ BrainTumorDoc @ BrainTumorInst @ Rick__Buck @ AnnaBarker20 @ jleePSOC @ AACR @ AACR_CEO @ AACRPres @ CancerTodayMag @ CancerTodayEdit # AACR19 @ UMNCancer",,@ @ @ @ @ @ @ @ @ @ @ @ @ @ @ @,# #,"1114997731502768128",https://twitter.com/cancerassassin1/status/1114997731502768128
cancerassassin1,2019-04-07 16:57,1,6,"Another inspiring participant in last week’s 21st ScientistSurvivor Program at the @ AACR Annual Meeting # AACR19: watch this video for the story of Lanette Veres’ story about brain tumor survivorship, advocacy, and patient support. Follow her on Twitter & Instagram! # btsmhttps://twitter.com/graymattersorg/status/1114987999492812807 …",,@,# #,"1114995527408594945",https://twitter.com/cancerassassin1/status/1114995527408594945
_timos_,2019-04-07 16:45,3,0,"AACR19 News >>> Published by BroadCancerIDWall in Twitter: RT @ KirstenKubler: Thanks # AACR2019 for the opportunity to present our # PanCancer # Study of # Cancer # CellOfOrigin. It is a privilege of working with… http://dlvr.it/R2M1GV # AACR19 # LucidQuest # followthepatient",,@,# # # # # # # #,"1114992515516588033",https://twitter.com/_timos_/status/1114992515516588033
_timos_,2019-04-07 16:45,3,0,"AACR19 News >>> Published by dave fuller in Twitter: RT @ BiotechRadar: Leidner CT182 - Neoadjuvant immuno-radiotherapy (NIRT) in head and neck cancer: Phase I/Ib study of combined PD-1/SBRT prior to surgical… http://dlvr.it/R2M1GQ # AACR19 # LucidQuest # followthepatientpic.twitter.com/uS5T9n56v5",,@,# # #,"1114992513314484224",https://twitter.com/_timos_/status/1114992513314484224
_timos_,2019-04-07 16:45,3,0,"AACR19 News >>> Published in Instagram: Sobre microbiota intestinal e imunoterapia: ainda temos muito o que aprender! . . # imunoterapia # aacr2019 # microbiologia # microbiotaintestinal # microbioma… http://dlvr.it/R2M1G9 # AACR19 # LucidQuest # followthepatientpic.twitter.com/vKaFNUpoCX",,,# # # # # # # #,"1114992508893663233",https://twitter.com/_timos_/status/1114992508893663233
LyssiotisLab,2019-04-07 16:32,1,5,"Rounding up the last day of # GradStudent Appreciation Week. (2/2) Program in Chemical Biology # GradStudent Sarah Ackenhusen is developing new metabolomics methods to study # CAFs in pancreatic cancer (and crushing her rotation project!). @ UMRogelCancer @ PanCAN @ AACR @ ACS_Researchpic.twitter.com/L8SpxEsWhU",,@ @ @ @,# # #,"1114989220207177733",https://twitter.com/LyssiotisLab/status/1114989220207177733
LizCancerHealth,2019-04-07 16:19,2,3,"From one of my favorite sessions at # AACR19... https://twitter.com/BidenCancer/status/1114220146346921986 …",,,#,"1114986006485192704",https://twitter.com/LizCancerHealth/status/1114986006485192704
AACR,2019-04-07 16:10,3,14,"# ICYMI: On the blog: @ NCIDirector Ned Sharpless and @NCIDrDoug Douglas Lowy, discussed recent progress against cancer from the vantage point of @ theNCI at the # AACR19 Opening Ceremony. http://bit.ly/2G7JA4X pic.twitter.com/kkgS53XHFU",,@ @NCIDrDoug @,# #,"1114983710741475329",https://twitter.com/AACR/status/1114983710741475329
FishburnSimone,2019-04-07 15:53,2,1,"# AACR2019 might be in the rearview mirror, but there are some key takehome messages that are forward-looking. @ BioCentury found a growing focus on myeloid cells, with an ML-based analysis of @ AACR abstracts. See here: https://www.biocentury.com/bc-innovations/targets-mechanisms/2019-03-28/survey-hot-topics-covered-year%E2%80%99s-aacr-abstracts …",,@ @,#,"1114979477849759744",https://twitter.com/FishburnSimone/status/1114979477849759744
GENbio,2019-04-07 14:55,0,0,"# PancreaticCancer Results for Rucaparib Trial Presented at # AACR19 Show Promise -- http://ow.ly/d7sR30okgta pic.twitter.com/CwbDHei5OR",,,# #,"1114964830274895872",https://twitter.com/GENbio/status/1114964830274895872
CUCancerCenter,2019-04-07 13:55,1,3,"Presented at AACR: Colorado drug takes aim at cancer metastasis http://bit.ly/2HQj02j # AACR19 # AACR2019 # CancerResearchpic.twitter.com/JmgRkfGieB",,,# # #,"1114949857150734337",https://twitter.com/CUCancerCenter/status/1114949857150734337
KirstenKubler,2019-04-07 13:43,6,8,"Thanks # AACR2019 for the opportunity to present our # PanCancer # Study of # Cancer # CellOfOrigin. It is a privilege of working with @ rosa2003, Will Foulkes, @ PolakPaz and @ gaddyg. In case you missed my talk, the whole story can be found here: https://www.biorxiv.org/content/10.1101/517565v1 … @ broadinstitutepic.twitter.com/YrxUx24WAy",,@ @ @ @,# # # # #,"1114946850891685888",https://twitter.com/KirstenKubler/status/1114946850891685888
Justice_4_Dads,2019-04-07 13:27,0,0,"Not to mention those were well documented and questionable publications were used to successfully secure external funds from Federal and Texas agencies.",,,,"1114942747377577986",https://twitter.com/Justice_4_Dads/status/1114942747377577986
MarilenaMelas,2019-04-07 13:03,0,2,"Presentation of my PhD research at # AACR2019. Great experience! Thank you all for your interest and valuable feedback! # immunoSEQ # tumorinfiltratinglymphocytes # consensusmolecularsubtypes # colorectalcancer # stephengruberlab @ AACR @ AdaptiveBiotech @ USCPIBBS @ USC @ USCGradSchoolpic.twitter.com/4VnfN6bASo",,@ @ @ @ @,# # # # # #,"1114936741213773824",https://twitter.com/MarilenaMelas/status/1114936741213773824
_timos_,2019-04-07 12:39,3,0,"AACR19 News >>> Published by Marilena Melas in Twitter: Thank you @ AdaptiveBiotech @ AACR # AACR19 # aacr # immunoseq # immunosequencing # tumorinfiltratinglymphocytes # colorectalcancer # consensusmolecularsubtypes… http://dlvr.it/R2LXq4 # AACR19 # LucidQuest # followthepatientpic.twitter.com/OCf6hnZd9E",,@ @,# # # # # # # # # #,"1114930599200878592",https://twitter.com/_timos_/status/1114930599200878592
_timos_,2019-04-07 12:39,3,0,"AACR19 News >>> Published by Lesley Robson in Twitter: RT @ sarahhalford7: "Researchers Develop New Method to Detect Cancerous DNA in Lung Cancer Patients’ Blood: An Advance in Liquid Biopsies" - presented at # AACR19… http://dlvr.it/R2LXnl # AACR19 # LucidQuest # followthepatient",,@,# # # #,"1114930593521750016",https://twitter.com/_timos_/status/1114930593521750016
Justice_4_Dads,2019-04-07 12:15,0,0,"Indeed, it's great job to wittingly push for scientic publications with known fraud and/or lack of original record supporting his publications and to publicly and illegally retaliate his subordinate.",,,,"1114924787330101251",https://twitter.com/Justice_4_Dads/status/1114924787330101251
