username,date,retweets,favorites,text,geo,mentions,hashtags,id,;permalink
andremrsantos,2017-08-01 18:14,0,0,"They all seem like great stuff. You probably can start here",,,,"892508854407266304",https://twitter.com/andremrsantos/status/892508854407266304
AnkerOfficial,2020-09-10 06:56,1,7,"With 12 outlets, dual surge protection, and overload protection, you can power as many appliances as you need without having to worry about safety.",,,,"1304010760067059712",https://twitter.com/AnkerOfficial/status/1304010760067059712
mikelove,2017-08-01 17:25,0,2,"If you're stuck (after reading pkg vignette and relevant function man page) post to http://support.bioconductor.org with code example",,,,"892496646176739331",https://twitter.com/mikelove/status/892496646176739331
mikelove,2017-08-01 17:22,2,6,"Also Bioc workflows http://www.bioconductor.org/help/workflows/ e.g. one for DESeq2 RNA-seq analysis http://www.bioconductor.org/help/workflows/rnaseqGene/ …",,,,"892495764534026244",https://twitter.com/mikelove/status/892495764534026244
mikelove,2017-08-01 17:20,1,3,"http://rafalab.github.io/pages/harvardx.html … and https://kasperdanielhansen.github.io/genbioconductor/ …",,,,"892495325012930560",https://twitter.com/mikelove/status/892495325012930560
fellgernon,2017-08-01 15:36,3,7,"There are many new tools in @ Bioconductor for large data like scRNA-seq data, check them out # rstats # JSM2017pic.twitter.com/0gV0bshdXH",,@,# #,"892469009286926338",https://twitter.com/fellgernon/status/892469009286926338
fellgernon,2017-08-01 15:26,0,1,"I forgot Aaron Lun, sorry!pic.twitter.com/WIXJPN7k0Z",,,,"892466607116754945",https://twitter.com/fellgernon/status/892466607116754945
fellgernon,2017-08-01 15:23,1,5,"Peter Hickey @ PeteHaitch starting his # JSM2017 talk. Will cover @ Bioconductor tools like SingleCellExperiment by @ drisso1893pic.twitter.com/XayilHgEMi",,@ @ @,#,"892465797683130368",https://twitter.com/fellgernon/status/892465797683130368
groundwalkergmb,2017-08-01 14:36,0,0,"@ AliciaSchep sometimes visualization is about integrating data from multiple types of assays. e.g ComplexHeatmap @ bioconductor pkg # JSM2017",,@ @,#,"892454103997190145",https://twitter.com/groundwalkergmb/status/892454103997190145
mrshrbrmstr,2017-08-01 14:33,1,2,"@ Bioconductor is good; I'd also get him involved in something "real" https://scistarter.com/citizenscience.html … data collection for Citizen Science initiatives",,@,,"892453207678611456",https://twitter.com/mrshrbrmstr/status/892453207678611456
nsegata,2017-08-01 12:40,0,1,"It seems we should as well congratulate with you for another paper!",,,,"892424839016919041",https://twitter.com/nsegata/status/892424839016919041
s_wuyts,2017-08-01 12:31,0,1,"Congrats!",,,,"892422638659874820",https://twitter.com/s_wuyts/status/892422638659874820
LeviWaldron1,2017-08-01 11:24,0,0,"Yes @ mikelove I was just going to suggest pointing that out in the Q&A!",,@,,"892405781928267776",https://twitter.com/LeviWaldron1/status/892405781928267776
mikelove,2017-08-01 11:16,0,1,"can I point this out in the Q&A :) ?",,,,"892403669433503744",https://twitter.com/mikelove/status/892403669433503744
nsegata,2017-08-01 11:13,1,4,"Here is the preprint http://www.biorxiv.org/content/early/2017/06/21/103085 … Just accepted in Nature Methods as few minutes ago, @ epasolli does not know it yet",,@,,"892402917931720705",https://twitter.com/nsegata/status/892402917931720705
mikelove,2017-08-01 11:12,6,7,"EP 26 curated metagenomic datasets, 5k samples (will be double by end of year) http://www.biorxiv.org/content/early/2017/06/21/103085 … http://bioconductor.org/packages/curatedMetagenomicData … # JSM2017",,,#,"892402677350584320",https://twitter.com/mikelove/status/892402677350584320
mikelove,2017-08-01 11:10,0,2,"EP want to distribute curated metagenomic data, ExperimentHub package developed in collaboration with @ Bioconductor core team # JSM2017",,@,#,"892402212588199936",https://twitter.com/mikelove/status/892402212588199936
andremrsantos,2017-08-01 10:47,0,1,"I found @ Bioconductor a little confusion and I would recommend checkout tidyverse stuff. Also deseq2/edger doc is great.",,@,,"892396269322285058",https://twitter.com/andremrsantos/status/892396269322285058
bhive01,2017-08-01 10:46,0,0,"@ vsbuffalo may have some advice too. His book is a good intro for starters.",,@,,"892396012077105153",https://twitter.com/bhive01/status/892396012077105153
thomasp85,2017-08-01 10:43,0,2,"@ Bioconductor is the obvious place to start",,@,,"892395371955204096",https://twitter.com/thomasp85/status/892395371955204096
jcszamosi,2017-07-31 09:44,0,0,"I had problems in the past where an old version of a pkg on CRAN was superseding a newer version on bioc, but that was years ago.",,,,"892018196924043265",https://twitter.com/jcszamosi/status/892018196924043265
jcszamosi,2017-07-31 09:41,0,0,"Ah, I didn't realize it added the bioc repos. That's fine then.",,,,"892017252039524355",https://twitter.com/jcszamosi/status/892017252039524355
LenovoLegion,2020-09-03 14:26,14,202,"Lenovo Legion x @ PlayApex Now is your chance to rise above the rest. Unmatched performance, purposeful engineering, modern design. Gear up with a machine as savage as you are. Stylish outside. Savage inside.",,@,,"1301587465258577920",https://twitter.com/LenovoLegion/status/1301587465258577920
benbfly,2017-07-31 03:19,0,0,"Are there any publicly available slide decks on # CWL # WDL or @ nextflow ? # bioc2017",,@,# # #,"891921287190380544",https://twitter.com/benbfly/status/891921287190380544
personalubicomp,2017-07-31 00:54,0,0,"The latest The Ubiquitous Computing Weekly! http://paper.li/personalubicomp/1293929685?edition_id=bcc56840-758a-11e7-970d-002590a5ba2d … Thanks to @ robmacredie @ emmarosephd @ susandra # bioc2017",,@ @ @,#,"891884825212313600",https://twitter.com/personalubicomp/status/891884825212313600
AliciaOshlack,2017-07-29 18:48,0,2,"let me know your dates",,,,"891430246318088192",https://twitter.com/AliciaOshlack/status/891430246318088192
PeteHaitch,2017-07-29 09:30,0,1,"Sadly I don't think the timing will work with 1 or 2 other trips planned to Oz in Oct and Dec",,,,"891289865186398208",https://twitter.com/PeteHaitch/status/891289865186398208
AliciaOshlack,2017-07-29 07:48,0,0,"@ Bioconductor are you coming?",,@,,"891264130618806272",https://twitter.com/AliciaOshlack/status/891264130618806272
sydshaffer,2017-07-29 06:44,0,6,"I'll trade you sheep for wheat. Settlers of Catan at # bioc2017?! https://twitter.com/keegankorthauer/status/890183521993666560 …",,,#,"891248003801067525",https://twitter.com/sydshaffer/status/891248003801067525
drisso1893,2017-07-28 21:36,1,16,"I couldn't have said it better! Bioc meetings are my favorites hands down! Great talks, tutorial and interactions! # bioc2017 https://twitter.com/petehaitch/status/891083513109377024 …",,,#,"891110233426276353",https://twitter.com/drisso1893/status/891110233426276353
Bioconductor,2017-07-28 20:35,1,15,"Thank you to all planners, presenters, and attendees for making # bioc2017 awesome! See you next year! Or at bioc-Europe or bioc-Asia",,,#,"891094861314707457",https://twitter.com/Bioconductor/status/891094861314707457
PeteHaitch,2017-07-28 19:50,1,17,"Thanks for another great Bioconductor meeting. Exciting science & tech plus fun hanging out with old friends & making new ones # bioc2017",,,#,"891083513109377024",https://twitter.com/PeteHaitch/status/891083513109377024
davisjmcc,2017-07-28 19:23,4,16,"Huge thanks to # bioc2017 organisers. Another great meeting; old and new friends. Such good people doing fantastic work. A delight all round!",,,#,"891076600460193793",https://twitter.com/davisjmcc/status/891076600460193793
matthewnmccall,2017-07-28 17:35,0,5,"Had a great time at # bioc2017. Next up # JSM2017.",,,# #,"891049619869847552",https://twitter.com/matthewnmccall/status/891049619869847552
