username,date,retweets,favorites,text,geo,mentions,hashtags,id,;permalink
lgatt0,2015-07-24 10:48,0,1,"Today, I'm giving a talk about # rstats and @ Bioconductor for # proteomics at @ PNNLab",,@ @,# #,"624592066606018560",https://twitter.com/lgatt0/status/624592066606018560
JoinDeepRock,2020-09-11 06:01,6,62,"96% Overwhelmingly Positive Reviews! Grab a friend and get in on the co-op FPS action!",,,,"1304359517552095235",https://twitter.com/JoinDeepRock/status/1304359517552095235
mikelove,2015-07-23 12:35,0,2,"great to attend another # bioc2015. such a breadth of bio data expertise. favorites were csaw pipeline and BiocParallel debugging",,,#,"624256526530666496",https://twitter.com/mikelove/status/624256526530666496
bfariabi,2015-07-23 09:33,0,0,"Great! You can find the # BioC2015 materials at the # Bioconductor website.",,,# #,"624210743286743040",https://twitter.com/bfariabi/status/624210743286743040
kwbroman,2015-07-22 23:13,0,1,"# BioC2015 social hour with @ PeteHaitchpic.twitter.com/ZKxMhCrWlq",,@,#,"624054785147170817",https://twitter.com/kwbroman/status/624054785147170817
nanxstats,2015-07-22 21:55,0,1,"Great three-day adventure at # BioC2015 , thanks @ Bioconductor for the wonderful experience! See you guys next time! pic.twitter.com/VgD4D3s6dX – bei Fred Hutchinson Cancer Research Center",,@,#,"624035069452095489",https://twitter.com/nanxstats/status/624035069452095489
lgatt0,2015-07-22 19:10,2,4,"Thank you to the # Bioc2015 organisers and all participants. It was a great conference, as always. Going home with tons of homework :-)",,,#,"623993654529540096",https://twitter.com/lgatt0/status/623993654529540096
lgatt0,2015-07-22 18:58,0,1,"@ seandavis12 thanks for all the # bioc2015 tweets!",,@,#,"623990438064599040",https://twitter.com/lgatt0/status/623990438064599040
nanxstats,2015-07-22 18:05,0,3,"With the ribbon system, # BioC2015 made the badge infrastructure robuster and more scalable, yay! @ xieyihui @ mt_morganpic.twitter.com/1RSUTqjk2M",,@ @,#,"623977283674451968",https://twitter.com/nanxstats/status/623977283674451968
Bioconductor,2015-07-22 17:17,6,8,"@ mikelove All material from # BioC2015 will be available at: http://bioconductor.org/help/course-materials/ …",,@,#,"623965063028715520",https://twitter.com/Bioconductor/status/623965063028715520
mikelove,2015-07-22 17:15,4,9,"Aaron Lun (WEHI) comprehensive workflow on differential ChIP-seq at # bioc2015 R markdown should appear here later http://bioconductor.org/help/course-materials/ …",,,#,"623964489864445952",https://twitter.com/mikelove/status/623964489864445952
Bioconductor,2015-07-22 16:55,0,2,"# BioC2015 - Workshops begin ! Annotation Workshop with @ mrjc42 and @ sonali_bioc - material here :https://github.com/mrjc42/BiocAnnotRes2015 …",,@ @,#,"623959648710701057",https://twitter.com/Bioconductor/status/623959648710701057
