user,location,content,time
GalaxyAustralia,Australia,RT @GigaScience: Birthdays and Online Conferences go Viral. Write up on #ISMB2020 &amp; #BCC2020 in the time of #COVID19 https://t.co/Zxey2EFm7…,2020-08-07 07:14:39
rilango,"San Jose, CA",RT @GeoVacek: Avantika Lal gave a great presentation on GPU acceleration single cell analysis at #ISMB2020 exploring 1M cell data sets in r…,2020-08-06 06:45:52
DCGenomics,"Pittsburgh, PA",RT @GeoVacek: Avantika Lal gave a great presentation on GPU acceleration single cell analysis at #ISMB2020 exploring 1M cell data sets in r…,2020-08-05 20:51:16
breuniglab,"Beverly Hills, CA",RT @GeoVacek: Avantika Lal gave a great presentation on GPU acceleration single cell analysis at #ISMB2020 exploring 1M cell data sets in r…,2020-08-05 18:09:46
ayirpelle,San Francisco Bay Area,RT @GeoVacek: Avantika Lal gave a great presentation on GPU acceleration single cell analysis at #ISMB2020 exploring 1M cell data sets in r…,2020-08-05 17:41:42
cjnolet,"Crofton, MD",RT @GeoVacek: Avantika Lal gave a great presentation on GPU acceleration single cell analysis at #ISMB2020 exploring 1M cell data sets in r…,2020-08-05 16:25:35
johnny_israeli,"Stanford, CA",RT @GeoVacek: Avantika Lal gave a great presentation on GPU acceleration single cell analysis at #ISMB2020 exploring 1M cell data sets in r…,2020-08-05 16:24:39
GeoVacek,,Avantika Lal gave a great presentation on GPU acceleration single cell analysis at #ISMB2020 exploring 1M cell data… https://t.co/17AX1gmcFV,2020-08-05 16:22:53
HautaniemiLab,"Helsinki, Finland",Big congrats to our PhD student @KariLavikka for the best #ISMB2020 poster featuring the https://t.co/SIGebaCLr0 https://t.co/SlyQnOjrIC,2020-08-03 10:26:58
hendrick0403,"Taipei City, Taiwan","What a great July! 4 online conferences in a row, starting with #ISMB2020 ,then #EMBC20 and #BCC2020 in parallel, c… https://t.co/F0x88rozqy",2020-08-01 13:46:29
EdwardLBraun1,"Gainesville, FL",Preprint describing the fascinating (and @EvolComp award winning!) work that @AvitalSharir presented at this year's… https://t.co/GRg5VMkQ0D,2020-07-29 00:44:57
H3ABioNet,Africa,RT @GigaScience: Birthdays and Online Conferences go Viral. Write up on #ISMB2020 &amp; #BCC2020 in the time of #COVID19 https://t.co/Zxey2EFm7…,2020-07-28 18:13:21
galaxyproject,Penn State | Johns Hopkins | OHSU | Cleveland Clinic,RT @GigaScience: Birthdays and Online Conferences go Viral. Write up on #ISMB2020 &amp; #BCC2020 in the time of #COVID19 https://t.co/Zxey2EFm7…,2020-07-28 17:40:38
monimunozto,"Berkeley, CA",RT @GigaScience: Birthdays and Online Conferences go Viral. Write up on #ISMB2020 &amp; #BCC2020 in the time of #COVID19 https://t.co/Zxey2EFm7…,2020-07-28 17:39:11
OBF_BOSC,,RT @GigaScience: Birthdays and Online Conferences go Viral. Write up on #ISMB2020 &amp; #BCC2020 in the time of #COVID19 https://t.co/Zxey2EFm7…,2020-07-28 17:23:58
adhikari_lab,"St. Louis, Missouri",Bikash Shrestha presented DISTEVAL (https://t.co/Dfs668DRgj) at the #ISMB2020 conference. https://t.co/cFHUsCLUG9,2020-07-28 16:22:31
adhikari_lab,"St. Louis, Missouri",I presented PDNET (https://t.co/dBYwYw5BJM) at the #ISMB2020 conference. https://t.co/86ecNY9b5D,2020-07-28 16:21:23
api_learnn,,RT @PfeiferLab: We've enjoyed sharing and discussing the most interesting research from #ICML2020 and #ISMB2020 at our lab. First up: insig…,2020-07-28 16:05:18
PfeiferLab,"Tübingen, Deutschland",We've enjoyed sharing and discussing the most interesting research from #ICML2020 and #ISMB2020 at our lab. First u… https://t.co/rNOH8H0Blu,2020-07-28 15:26:39
gilderlanio_,Belém - PA,RT @GigaScience: Birthdays and Online Conferences go Viral. Write up on #ISMB2020 &amp; #BCC2020 in the time of #COVID19 https://t.co/Zxey2EFm7…,2020-07-28 13:28:09
GigaScience,Hong Kong,Birthdays and Online Conferences go Viral. Write up on #ISMB2020 &amp; #BCC2020 in the time of #COVID19… https://t.co/Qv8ZzX6YjH,2020-07-28 13:27:24
EvolComp,,RT @AvitalSharir: Had a wonderful time attending the virtual #ISMB2020 of @iscb and very honored to receive the @EvolComp  best talk award!…,2020-07-27 14:02:06
GalataValentina,"Esch-sur-Alzette, Luxembourg",RT @fschmidt92: Many thanks to ISCB for winning the ISCB Student Software Award (https://t.co/fqoT0G1wuS) during #ismb2020 for our TEPIC so…,2020-07-27 06:49:45
scherermich,,RT @fschmidt92: Many thanks to ISCB for winning the ISCB Student Software Award (https://t.co/fqoT0G1wuS) during #ismb2020 for our TEPIC so…,2020-07-27 06:38:35
fschmidt92,Singapore,Many thanks to ISCB for winning the ISCB Student Software Award (https://t.co/fqoT0G1wuS) during #ismb2020 for our… https://t.co/3OSFqb4uiW,2020-07-27 04:08:02
2YasmineMANSOUR,France,"RT @P_Palagi: Backstage of this online presentation (with her permission of course ! :). 

Applying best practices to enhance bioinformatic…",2020-07-26 21:19:17
MColebrook,Tenerife • Spain,RT @JosiahSeaman: @AndresGuarahino presents Pantograph browser for #SARSCoV2 genome in this poster talk at #ISMB2020 with slick graphics la…,2020-07-26 18:33:15
theoverview_,metaverse. spaceship earth,RT @mkutmon: #ISMB2020 #NetBio now starting with the keynote by @barabasi on 'Network Medicine: From Cellular Networks to the Human Diseaso…,2020-07-25 05:46:00
