username,date,retweets,favorites,text,geo,mentions,hashtags,id,;permalink
PriorLab,2020-05-02 19:49,0,1,"PAAD was 88% @ acarrer, we used Foundation Medicine dataset for that rate. Used FM data for KRAS LUAD and COAD too; but I accept still room for refinement.",,@,,"1256732578331197440",https://twitter.com/PriorLab/status/1256732578331197440
mdmanishshah,2020-05-02 19:47,0,3,"That is so wonderful Erin! There is a father/ mother / loved one behind every # COVID statistic! Thank you for reminding us all!! # amazingthings are happening @ nyphospital @ WeillCornell # covid19 @ ASCO @ AACR https://twitter.com/ECMulvey/status/1256690099196178433 …",,@ @ @ @,# # #,"1256732040956981250",https://twitter.com/mdmanishshah/status/1256732040956981250
sidbhat1976,2020-05-02 16:32,1,5,"Training Week #8 completed with a 10.05 miler today. Thanks to those who ran virtually with me. @ sap4good @ JhingranAmit @ LifeatSAP @ 5ForTheFight_ @ AACRFoundation @ AACR pic.twitter.com/PR00alNMIF",,@ @ @ @ @ @,#8,"1256682886746517511",https://twitter.com/sidbhat1976/status/1256682886746517511
OncLive,2020-05-02 16:15,1,2,"Ryan J. Sullivan, MD, of @ harvardmed, shares data from a phase 1 trial on the novel, first-in-class immune checkpoint inhibitor, COM701. # AACR20 http://ow.ly/jmTy50zsCQK",,@,#,"1256678630039662592",https://twitter.com/OncLive/status/1256678630039662592
Genialis,2020-05-02 13:31,0,2,"Miss the @ AACR Annual meeting? Watch on-demand sessions here: https://www.aacr.org/meeting/aacr-annual-meeting-2020/coronavirus-information/ … @ AACRFoundation # cancerresearch # medtwitter",,@ @,# #,"1256637569879564289",https://twitter.com/Genialis/status/1256637569879564289
kRasKickers,2020-05-02 13:28,0,3,"# biomarkers testing provides more hope & saves lives applauding progress for # HER2 # NSCLC # LCSM @ AACR",,@,# # # #,"1256636685401632769",https://twitter.com/kRasKickers/status/1256636685401632769
AACR,2020-05-02 12:45,2,3,"RT @ CancerTodayMag: # ICYMI: At the @ AACR Virtual Annual Meeting I, researchers presented data on blood tests that aim to supplement current cancer screening and speed up diagnosis. https://bit.ly/35nNr9b # AACR20 pic.twitter.com/Qlc7OzcH79",,@ @,# #,"1256625771222839296",https://twitter.com/AACR/status/1256625771222839296
OncLive,2020-05-02 12:38,1,1,"Garon Sheds Light on CNS Activity With Capmatinib in MET Exon 14+ NSCLC @ dgsomucla # lcsm # AACR20 http://ow.ly/zDfr50zuZk9",,@,# #,"1256624182424670208",https://twitter.com/OncLive/status/1256624182424670208
MDEdgeTweets,2020-05-02 12:37,0,0,"Lung cancer patients with # COVID19 have a higher rate of death, study says. http://ms.spr.ly/6019TgLUN # AACR2020 pic.twitter.com/FL6Kqs2JFF",,,# #,"1256623739200065543",https://twitter.com/MDEdgeTweets/status/1256623739200065543
DJPinato,2020-05-02 12:31,0,0,"Well done @ DrMSodergren",,@,,"1256622345730621441",https://twitter.com/DJPinato/status/1256622345730621441
CancerTodayMag,2020-05-02 12:30,1,1,"# ICYMI: At the @ AACR Virtual Annual Meeting I, researchers presented data on blood tests that aim to supplement current cancer screening and speed up diagnosis. https://bit.ly/2yZkIeK # AACR20 pic.twitter.com/AQDmBaKP85",,@,# #,"1256622001881571329",https://twitter.com/CancerTodayMag/status/1256622001881571329
DrMSodergren,2020-05-02 12:27,1,7,"Next generation immunotherapy on myeloid cells & first saRNA to reach clinical trials. Over a decade of work by @ MiNA_Tx @ imperialcollege @ ImperialNHS @ ImperialSandC @ DJPinato @ CCR_AACR @ AACR https://clincancerres.aacrjournals.org/content/early/2020/05/01/1078-0432.CCR-20-0414 … – bei Imperial College London",,@ @ @ @ @ @ @,,"1256621468781359104",https://twitter.com/DrMSodergren/status/1256621468781359104
KatsuakiMaehara,2020-05-02 12:25,0,4,"Congratulations @ VivekSubbiah & colleagues！ Great work & well deserved.",,@,,"1256620759604064256",https://twitter.com/KatsuakiMaehara/status/1256620759604064256
OncLive,2020-05-02 12:15,1,0,"Data from the TRACERx lung study show that AMP personalized cfDNA detect low-frequency variant DNA accurately and at low assay DNA inputs that are consistent with an MRD setting. # AACR20 http://ow.ly/Idta50zsCmA",,,#,"1256618250353422341",https://twitter.com/OncLive/status/1256618250353422341
Aiims1742,2020-05-02 11:27,4,13,"A case report by @ christine_lovly & @ VUMC_Cancer colleagues, reiterating the observations discussed at # COVID19nCancer session at # AACR20. How to deploy # Immunotherapy in the # COVID19 era will be a steep learning curve. @ COVID19nCCC https://www.medrxiv.org/content/10.1101/2020.04.29.20085738v1 …pic.twitter.com/Ttjbfz3euV",,@ @ @,# # # #,"1256606304015179777",https://twitter.com/Aiims1742/status/1256606304015179777
VivekSubbiah,2020-05-02 11:03,16,39,"Just publishedEditorial by Antoni Ribas @ CD_AACR " Trying for a BRAF Slam Dunk" https://cancerdiscovery.aacrjournals.org/content/10/5/640 … on our paper "Pan-Cancer Efficacy of Vemurafenib in BRAFV600-Mutant Non-Melanoma Cancers" @ AACR # precisionmedicine https://cancerdiscovery.aacrjournals.org/content/10/5/657 …pic.twitter.com/om3uo0f4jB",,@ @,#,"1256600248983654402",https://twitter.com/VivekSubbiah/status/1256600248983654402
