username,date,retweets,favorites,text,geo,mentions,hashtags,id,;permalink
AedinCulhane,2019-07-01 16:10,0,2,"Yes, looking forward to meeting everything there",,,,"1145786713400176641",https://twitter.com/AedinCulhane/status/1145786713400176641
LenovoLegion,2020-09-03 14:26,14,201,"Lenovo Legion x @ PlayApex Now is your chance to rise above the rest. Unmatched performance, purposeful engineering, modern design. Gear up with a machine as savage as you are. Stylish outside. Savage inside.",,@,,"1301587465258577920",https://twitter.com/LenovoLegion/status/1301587465258577920
fellgernon,2019-07-01 15:54,2,20,"My workspace is looking nicer now thx to @ RConsortium @ KevinRUE67 @ CSoneson @ FedeBioinfo @ M2RUseR :) # BioC2019 stickers 4 the win! pic.twitter.com/E88R1PBlfs",,@ @ @ @ @,#,"1145782635349893122",https://twitter.com/fellgernon/status/1145782635349893122
neuronJoy,2019-07-01 12:41,0,0,"congrats to you both! what's happening in toronto?",,,,"1145734168422354945",https://twitter.com/neuronJoy/status/1145734168422354945
emukamel,2019-07-01 12:21,0,3,"Congrats and see you in Toronto!",,,,"1145729222331097088",https://twitter.com/emukamel/status/1145729222331097088
stephaniehicks,2019-07-01 11:42,0,0,"Thank you!",,,,"1145719360146690051",https://twitter.com/stephaniehicks/status/1145719360146690051
RevDocGabriel,2019-07-01 09:14,0,1,"“open-source software is widely acknowledged as crucially important in science, yet it is funded non-sustainably.” Shocking. Who knew? # openscience # r4ds @ Bioconductor https://twitter.com/NatureNews/status/1145645750006833152 …",,@,# #,"1145682034959904768",https://twitter.com/RevDocGabriel/status/1145682034959904768
FertigLab,2019-07-01 09:09,0,3,"Congratulations!!!!",,,,"1145680944260452357",https://twitter.com/FertigLab/status/1145680944260452357
Lluis_Rev,2019-07-01 09:09,0,1,"I've just seen that @ rweekly_org missed the # BioC2019 conference from @ Bioconductor on the last entries... Maybe I missed the rationale?",,@ @,#,"1145680863709077504",https://twitter.com/Lluis_Rev/status/1145680863709077504
stephaniehicks,2019-07-01 08:40,36,46,"With this funding, I'm excited to open a # postdoc position in my lab @ jhubiostat @ JohnsHopkinsSPH to work on interactive and scalable # dataviz in @ Bioconductor for # SingleCell data! Advertisement coming soon, but please reach out if interested! # rstats # BioC2019 # AcademicTwitter",,@ @ @,# # # # # #,"1145673409684094976",https://twitter.com/stephaniehicks/status/1145673409684094976
CorrespondAuth,2019-07-01 08:30,6,10,"Episode 5 is out! We interviewed @ _StuartLee and discussed # dataviz # datavizualization in # datascience and the # bioconductor conference! # bioc2019 https://soundcloud.com/the-corresponding-author/episode-5-interview-with-stuart-lee …",,@,# # # # #,"1145671026149249024",https://twitter.com/CorrespondAuth/status/1145671026149249024
stephaniehicks,2019-07-01 08:30,11,46,"I'm so excited to be a part of a @ cziscience Seed Network w/ @ Bioconductor to develop computational tools to analyze # SingleCell data! Shoutout to my awesome collabs: @ AedinCulhane @ drisso1893 @ KasperDHansen @ GregFinak @ wolfgangkhuber @ mritchieau @ mt_morgan # rstats # opensourcehttps://twitter.com/cziscience/status/1142102195829014529 …",,@ @ @ @ @ @ @ @ @,# # #,"1145670889423265794",https://twitter.com/stephaniehicks/status/1145670889423265794
lievenClement,2019-07-01 07:51,0,1,"I am chocked that this could happen to you on # bioc2019 and that this conduct would have gone unnoticed when you would not have found the strength to share this. Thanks for speaking up",,,#,"1145661281950666752",https://twitter.com/lievenClement/status/1145661281950666752
F1000Research,2019-07-01 07:47,3,5,"A step-by-step guide to analyzing CAGE data using R/Bioconductor: In this article, the authors @ maltethodberg and @ albin_san outline the workflow on how to use the CAGEfightR package to orchestrate analysis of CAGE data within the @ Bioconductor project https://f1000research.com/articles/8-886 pic.twitter.com/1GY4F4dWUu",,@ @ @,,"1145660158133121027",https://twitter.com/F1000Research/status/1145660158133121027
lgatt0,2019-07-01 05:25,1,15,"Thank you @ CSoneson for the very thoughtful souvenir from the recent # BioC2019 pic.twitter.com/P3kRElWHr4",,@,#,"1145624571174895617",https://twitter.com/lgatt0/status/1145624571174895617
LeviWaldron1,2019-07-01 00:38,1,4,"I just wanted to add, as a member of the BioC2019 Code of Conduct committee, that if you wish to file a formal complaint, we will investigate it and recommend appropriate actions that @ Bioconductor and future conferences may take. http://bioc2019.bioconductor.org/code_of_conduct",,@,,"1145552286313340935",https://twitter.com/LeviWaldron1/status/1145552286313340935
AlexisLNorris,2019-06-30 23:01,0,2,"This is great!",,,,"1145527838700908545",https://twitter.com/AlexisLNorris/status/1145527838700908545
