username,date,retweets,favorites,text,geo,mentions,hashtags,id,;permalink,,,,,
marifersancheza,6/9/2011 17:26,0,0,RT @ cordegarcia: Odio que le digan 'face' al facebook! # esdenacos # asco/ @ bernardogtz le encanta que le digan asi! Jajajajaja,,@ @,# #,7.8936E+16,https://twitter.com/marifersancheza/status/78935974033371136,,,,,
Agustiina,6/9/2011 17:25,0,0,Primito llega de clase de tenis. Su perro le lame la cabeza... está salada. # asco,,,#,7.89357E+16,https://twitter.com/Agustiina/status/78935696508854272,,,,,
JuliYegue,6/9/2011 17:24,0,0,mama sos un # asco,,,#,7.89355E+16,https://twitter.com/JuliYegue/status/78935508822147072,,,,,
LuchaxVargas,6/9/2011 17:18,0,0,Ud lo dijo@cuchacucha: Iris ademas de cara de tocino tiene pinta de cargar una ciudad de piojos en la cabeza # Asco @ irkaflor @ ChavezOfficial,,@cuchacucha @ @,#,7.8934E+16,https://twitter.com/LuchaxVargas/status/78934028048277504,,,,,
TaniaChhavez,6/9/2011 17:18,0,0,Viendo una novela que esta del # ASCO,,,#,7.89339E+16,https://twitter.com/TaniaChhavez/status/78933900151361536,,,,,
AndreaKettle,6/9/2011 17:17,0,0,Es muy... Somos tu y yo # asco RT @Gerlysierra: somos dos o/ RT @ AndreaKettle Odio # NPS,,@Gerlysierra @,# #,7.89338E+16,https://twitter.com/AndreaKettle/status/78933827891896322,,,,,
ejavilescruz,6/9/2011 17:17,0,0,@ AngitaYeray esta mudando de piel como bibora # asco,,@,#,7.89338E+16,https://twitter.com/ejavilescruz/status/78933802877059072,,,,,
cuchacucha,6/9/2011 17:16,0,0,Iris ademas de cara de tocino tiene pinta de cargar una ciudad de piojos en la cabeza # Asco @ irkaflor @ LuchaxVargas @ ChavezOfficial,,@ @ @,#,7.89335E+16,https://twitter.com/cuchacucha/status/78933459128684544,,,,,
luismdzac,6/9/2011 17:14,0,0,# asco,,,#,7.89329E+16,https://twitter.com/luismdzac/status/78932936371613696,,,,,
mohagerehou,6/9/2011 17:14,0,0,Profesoras que te dicen que no hay excusa para no entregar un trabajo en su fecha y hora pero si la tienen para corregir un examen. # asco,,,#,7.89329E+16,https://twitter.com/mohagerehou/status/78932905694461952,,,,,
SiliconBio,6/9/2011 17:11,0,0,ASCO: Silicon Biosystems Shows Off its # DEPArray Technology (Genome Web) http://ow.ly/5eldu # ASCO11 # DEPArray # circulating tumor cells,,,# # # #,7.89324E+16,https://twitter.com/SiliconBio/status/78932376658522113,,,,,
deparray,6/9/2011 17:11,0,0,ASCO: Silicon Biosystems Shows Off its # DEPArray Technology (Genome Web) http://ow.ly/5elb5 # ASCO11 # DEPArray # circulating tumor cells,,,# # # #,7.89324E+16,https://twitter.com/deparray/status/78932373869314048,,,,,
Mispaunts,6/9/2011 17:11,0,0,Mi cuarto es un # Asco es hora de bajar la losa acumulada y la ropa para lavar,,,#,7.89322E+16,https://twitter.com/Mispaunts/status/78932183246573568,,,,,
Lelebu,6/9/2011 17:10,0,0,Que bueno lo del # doping ojala asi el mundo se de cuenta el # asco de federacion que es la mexicana,,,# #,7.89321E+16,https://twitter.com/Lelebu/status/78932091760427008,,,,,
beto_betterman,6/9/2011 17:10,0,0,@ roxprior siempre hay alguien asi... minimono esta gorda como la de aqui!!! # asco,,@,#,7.8932E+16,https://twitter.com/beto_betterman/status/78932030510997504,,,,,
OosvalldoO,6/9/2011 17:05,0,0,@electroplaztic_ Que no obvio # asco,,@electroplaztic_,#,7.89309E+16,https://twitter.com/OosvalldoO/status/78930860090466304,,,,,
JEduardoGG,6/9/2011 17:04,0,0,"es una verguenza eso del doping, lo peor de todo es que ya es recurrente esto en la seleccion # penitaajena, # asco, # futbolmexicano",,,# # #,7.89305E+16,https://twitter.com/JEduardoGG/status/78930520968396800,,,,,
melscarone,6/9/2011 17:03,0,0,alguien que me explique CON QUE NECESIDAD tienen que haces este grupoooooo? http://463521.frasestuyas.com.ar/megusta.php?id=463521 # asco,,,#,7.89303E+16,https://twitter.com/melscarone/status/78930254265192448,,,,,
FavStocks,6/9/2011 17:01,0,0,Merck’s Cancer Candidate Encourages http://goo.gl/fb/FpsoE # FavStocks # businessnews # asco # mrk # fda # spa # aria,,,# # # # # # #,7.89298E+16,https://twitter.com/FavStocks/status/78929830380449792,,,,,
Media_lunita,6/9/2011 17:01,0,0,Mucha extranjerita trola con viejo verde # asco,,,#,7.89297E+16,https://twitter.com/Media_lunita/status/78929719671783424,,,,,
adrivalientetv,6/9/2011 16:55,0,0,"Aki estudiando geologia,f-q y matematicas hay diooos como tengo la cabezaa! Hasta mañana <3 # asco",,,#,7.89281E+16,https://twitter.com/adrivalientetv/status/78928132236779520,,,,,
OsmarconS,6/9/2011 16:55,0,0,"Pareja hetera>Andale miamor, no puedo ando reglando;Pareja Homo>Andale miamor, no puedo traigo diarrea!; # ASCO",,,#,7.89281E+16,https://twitter.com/OsmarconS/status/78928101136011264,,,,,
tinnog,6/9/2011 16:52,0,0,"Pobres niños, me dan menos asco las albercas del # parqueespaña que las de la # lasemanadelchapuzon y eso ya es mucho... Giuuuu # asco",,,# # #,7.89275E+16,https://twitter.com/tinnog/status/78927517297295361,,,,,
silvanaguirre,6/9/2011 16:51,0,0,Pedo boyyy atacaaaa!! # asco,,,#,7.89273E+16,https://twitter.com/silvanaguirre/status/78927329811902467,,,,,
Loor_5,6/9/2011 16:50,1,0,"ODIO INFORMATICA, ODIA A MANUEL # ASCO ASKLDFJAKLFKSF",,,#,7.89271E+16,https://twitter.com/Loor_5/status/78927055584116736,,,,,
Aliciardrg,6/9/2011 16:50,0,0,Hoy estaba entrando a mi urbanización y los morbosos vigilantes ique UPA PAPÁ," ESO SI ES BELLO"" # Asco&traumaON.""",,,#,7.8927E+16,https://twitter.com/Aliciardrg/status/78927049691119616,,,,
lorerosa,6/9/2011 16:50,0,0,Horribleeeeeee sofi. RT @ spereirac: Qué # asco este fucking calor!!!,,@,#,7.89269E+16,https://twitter.com/lorerosa/status/78926889762308096,,,,,
Antestor7,6/9/2011 16:50,0,0,@ 949Radio que freson el locutor de este turno.... # Asco,,@,#,7.89268E+16,https://twitter.com/Antestor7/status/78926842089832448,,,,,
iTakata,6/9/2011 16:49,0,0,"# nosequeespeor los comerciales de eruviel o los del apéndice de seguro popular, iu # asco",,,# #,7.89268E+16,https://twitter.com/iTakata/status/78926756140158978,,,,,
yonnyBB,6/9/2011 16:48,0,0,"5 dopados en el tri!! Que vergüenza: ochoa, maza, sinha, dueñas y el hobbit # asco",,,#,7.89264E+16,https://twitter.com/yonnyBB/status/78926400047943680,,,,,
ValeriaRomeroDC,6/9/2011 16:47,0,0,# amor un # asco total!,,,# #,7.89263E+16,https://twitter.com/ValeriaRomeroDC/status/78926336063844352,,,,,
AndreitaPulido,6/9/2011 16:43,0,0,Mi hermano tiene tanta ladilla de bañarse que se empezó a lamer! # asco,,,#,7.89252E+16,https://twitter.com/AndreitaPulido/status/78925175730601984,,,,,
tellezfigue,6/9/2011 16:40,0,0,@ booker76 @ ppkmacho70 # frasesdelabere tengo el chango descalabrado jaja # asco,,@ @,# #,7.89243E+16,https://twitter.com/tellezfigue/status/78924345992429569,,,,,
Daniel01991,6/9/2011 16:39,0,0,# ASCo de asignatura aprobada! Ahora a por ética. A disfrutar como un enano de estos 3 días en # Antiguones.,,,# #,7.89241E+16,https://twitter.com/Daniel01991/status/78924110540963840,,,,,
aleph99,6/9/2011 16:36,0,0,Mi abuelo y yo parecemos señoras fodongas viendo una telenovela y además platicando sobre ella # asco,,,#,7.89234E+16,https://twitter.com/aleph99/status/78923434599518208,,,,,
FrancescaSalman,6/9/2011 16:35,0,0,"Y ella esta orgullosa de ser una puta, que h3rmosa # asco",,,#,7.89233E+16,https://twitter.com/FrancescaSalman/status/78923291825418241,,,,,
GutiEsq,6/9/2011 16:35,0,0,"El Memo Ochoa, Sinha y el Maza Rodriguez positivos en dopaje.. Saber que gracias a algunas actuaciones de estos Mexico ha ganado.. # asco",,,#,7.89231E+16,https://twitter.com/GutiEsq/status/78923118973956096,,,,,
MCS_KristenK,6/9/2011 16:30,0,0,I'm finding that most # pharma tweets from # ASCO11 are simply promoting booths or presentations. Agree/disagree?,,,# #,7.89218E+16,https://twitter.com/MCS_KristenK/status/78921847764295680,,,,,
Britnirapada,6/9/2011 16:29,0,0,"@ FedericoArreola ¿Quién es Eruviel? nadie lo conoce, ni su trayectoria, ni quién lo parió, aparte se maquilla # asco",,@,#,7.89217E+16,https://twitter.com/Britnirapada/status/78921715090063360,,,,,
ialexisg,6/9/2011 16:26,0,0,Maldita sea ahora tengo que comerme la comida que queme # asco # novuelvoaquemarlacomida,,,# #,7.89209E+16,https://twitter.com/ialexisg/status/78920887419670528,,,,,
Diiefernando,6/9/2011 16:25,0,0,RT @gastongover: # CortaMamboSexual que descubras que el PT esta bueno xq se habia sacado la dentadura # asco || Jajaja PAMI,,@gastongover,# #,7.89207E+16,https://twitter.com/Diiefernando/status/78920721904054272,,,,,
itseddiiebitch,6/9/2011 16:24,0,0,RT @ OosvalldoO: # asco nigga // iuuugghhh wakala,,@,#,7.89205E+16,https://twitter.com/itseddiiebitch/status/78920538269032449,,,,,
OosvalldoO,6/9/2011 16:23,1,0,# asco nigga,,,#,7.89202E+16,https://twitter.com/OosvalldoO/status/78920243774357504,,,,,
gastonitou,6/9/2011 16:23,1,0,# CortaMamboSexual que descubras que el PT esta bueno xq se habia sacado la dentadura # asco,,,# #,7.89201E+16,https://twitter.com/gastonitou/status/78920052778344448,,,,,
Danichuy,6/9/2011 16:18,0,0,Antes me gustabas pero ahora me di cuenta de lo jota y pasiva que eres # asco,,,#,7.8919E+16,https://twitter.com/Danichuy/status/78918979271401472,,,,,
GIORAGOGNA,6/9/2011 16:18,0,0,@ EdgardoMontanez jajaj # asco # nefasto # nomamar # noesdeamigos scribir eso jajaja,,@,# # # #,7.8919E+16,https://twitter.com/GIORAGOGNA/status/78918976880640000,,,,,
G_Ramosss,6/9/2011 16:18,0,0,ODIO que la compu me gane jugando 4 in a row jajajajajajaa # asco,,,#,7.8919E+16,https://twitter.com/G_Ramosss/status/78918968513019904,,,,,
emmanuelosky,6/9/2011 16:17,0,0,"@ MarianRot # cortamambosexual lo peor q me paso fue escuchar como cagaba, me la durmio!! y encima en la 1er noche de sexo # asco",,@,# #,7.89187E+16,https://twitter.com/emmanuelosky/status/78918746613362688,,,,,
cordegarcia,6/9/2011 16:14,1,0,Odio que le digan 'face' al facebook! # esdenacos # asco,,,# #,7.8918E+16,https://twitter.com/cordegarcia/status/78917962395959296,,,,,
mel0w,6/9/2011 16:13,0,0,KAKAKAKAKAKAK na maaames ese cabron # eruviel es una mmd!!!!! # memaquillocomoeruviel neta no es que sea REAL candidato!!! # asco,,,# # #,7.89176E+16,https://twitter.com/mel0w/status/78917621600362497,,,,,
PandDei,6/9/2011 16:12,0,0,qe desagradable tener qe caerle bien a la gente qe te cae mal # asco,,,#,7.89174E+16,https://twitter.com/PandDei/status/78917429337657344,,,,,
D1egoNajera,6/9/2011 16:11,0,0,# asco,,,#,7.89171E+16,https://twitter.com/D1egoNajera/status/78917142388539393,,,,,
simi_stardust,6/9/2011 16:11,0,0,"Un cartel q dice Get money & stop hating. Welcome to miami"" # asco de ciudadddddd!! :/ http://yfrog.com/h0b1kdkj""",,,#,7.89171E+16,https://twitter.com/simi_stardust/status/78917105591922688,,,,,
juliafanli,6/9/2011 16:10,0,0,Talk at # ASCO2011 about global # cancer crisis http://bit.ly/m8QDWy @ cancersociety @ ncdalliance,,@ @,# #,7.8917E+16,https://twitter.com/juliafanli/status/78917020615327744,,,,,
kewika,6/9/2011 16:09,0,0,Me cago en la blackberry # asco,,,#,7.89167E+16,https://twitter.com/kewika/status/78916662199455744,,,,,
martinita_ge,6/9/2011 16:04,0,0,a mi hermana le gusta tirarse eructos T_T # asco # andatelejos,,,# #,7.89154E+16,https://twitter.com/martinita_ge/status/78915358559436800,,,,,
brianreid,6/9/2011 16:03,0,1,RT @ tanmayrs: ASCO 2011 – Twitter Analysis of Top Links Shared and Comments On Molecules # ASCO11 http://tinyurl.com/42bxsyg,,@,#,7.89153E+16,https://twitter.com/brianreid/status/78915263009013760,,,,,
eSociaLife,6/9/2011 16:02,0,0,Health Digest - Cancer news updates http://wp.me/p1Bqqi-2l # Cancer # ASCO,,,# #,7.89148E+16,https://twitter.com/eSociaLife/status/78914793947414529,,,,,
luisamiron_,6/9/2011 15:58,0,0,@ Jennissitaa Voos tambiien° Si manoo & voos asi cm qe WFT? haahahahha voos qerias qe con dibujos te mostrara! ahhahhahahaha! # asco hahaah!,,@,#,7.89139E+16,https://twitter.com/luisamiron_/status/78913884970422272,,,,,
_Isma_,6/9/2011 15:57,0,0,Viendo la final de la ACB por internet ya que la tdt no me deja ver teledeporte # asco,,,#,7.89137E+16,https://twitter.com/_Isma_/status/78913705022205952,,,,,
JesusDestroy,6/9/2011 15:56,0,0,@ RonaldA94 @ EdgarLG4 agapito es un entrepito de mierda. No lo golpeo porque me llena la cara de pusss..... me da # ASCO ese acné.,,@ @,#,7.89135E+16,https://twitter.com/JesusDestroy/status/78913469906292736,,,,,
lulu7874,6/9/2011 15:56,0,0,@ 2CulosEnElBidet Peor q te pregunte hace cuanto q no te banas!!! # Asco,,@,#,7.89134E+16,https://twitter.com/lulu7874/status/78913432300158976,,,,,
eencaarnaa,6/9/2011 15:54,0,0,ODIO LA LITERATURA! # asco,,,#,7.89129E+16,https://twitter.com/eencaarnaa/status/78912913150189570,,,,,
DensVelasco,6/9/2011 15:52,0,0,Que # PATÉTICAS Son algunas Personas .... # asco # flojera,,,# # #,7.89125E+16,https://twitter.com/DensVelasco/status/78912491454865408,,,,,
sharayala,6/9/2011 15:49,0,0,Parejitas que parecen micos y se pellizcan el acné en plena calle. # ew # asco # fo,,,# # #,7.89116E+16,https://twitter.com/sharayala/status/78911562265542657,,,,,
dany_aeternus,6/9/2011 15:48,0,0,"Hay revistas donde artistas posan desnudas o semi # asco, porque no hay una donde los hombres artistas posen desnudos o semi # noesdedios",,,# #,7.89115E+16,https://twitter.com/dany_aeternus/status/78911472813621248,,,,,
Silvitta321,6/9/2011 15:43,0,0,que humedad # asco,,,#,7.89102E+16,https://twitter.com/Silvitta321/status/78910175607668736,,,,,
Bren_Rt,6/9/2011 15:43,0,0,"Odio, Odio, ODIO A LAS MOSCAS!!! # Asco",,,#,7.891E+16,https://twitter.com/Bren_Rt/status/78909992417239040,,,,,
Julin_medina,6/9/2011 15:41,0,0,Sera q la gente no se baña? Estos huelen peor q el pasillo de emergencias del hospital central.. # ASCO.,,,#,7.89097E+16,https://twitter.com/Julin_medina/status/78909706789322752,,,,,
lauusg,6/9/2011 15:40,0,0,Serás choni... # asco,,,#,7.89094E+16,https://twitter.com/lauusg/status/78909418347048960,,,,,
_Nor_ka,6/9/2011 15:37,0,0,definitivamente la confianza da # ASCO,,,#,7.89085E+16,https://twitter.com/_Nor_ka/status/78908537413181440,,,,,
anaabrahamhagar,6/9/2011 15:35,0,0,delix mi almuerzo # NOT # asco.com,,,# #,7.89082E+16,https://twitter.com/anaabrahamhagar/status/78908206411284480,,,,,
itsNaomiG96,6/9/2011 15:31,0,0,Voy haciendo el informe y después ya me meto de lleno en lo que es el mundo del arte y la pintura # asco,,,#,7.8907E+16,https://twitter.com/itsNaomiG96/status/78906963399938049,,,,,
Lucii_Luuu,6/9/2011 15:30,0,0,@Omar_Espi esque me dio asco la sincronizada! # asco,,@Omar_Espi,#,7.89069E+16,https://twitter.com/Lucii_Luuu/status/78906939806978048,,,,,
AceyStace,6/9/2011 15:29,0,0,My glasses broke at # ASCO11. What a great excuse for another # warbyparker home try-on!,,,# #,7.89066E+16,https://twitter.com/AceyStace/status/78906618733006848,,,,,
kewika,6/9/2011 15:27,0,0,"No entiendo la manera q tiene la gente de complicar los horarios con millones de tablas, colores, nombres... # asco",,,#,7.8906E+16,https://twitter.com/kewika/status/78906004636573696,,,,,
javistr,6/9/2011 15:26,0,0,"La sra q tengo al lado huele a rancio, este olor describe a la perfeccion la la palabra!!! # asco # porqueesasilagente",,,# #,7.89059E+16,https://twitter.com/javistr/status/78905931370467328,,,,,
cocouli17,6/9/2011 15:26,1,0,http://lossatelucos.com/ mira @ DiegoAbuk @ danielparrap les recomiendo esta página si quieren mejorar su vida sateluca # asco,,@ @,#,7.89059E+16,https://twitter.com/cocouli17/status/78905877184258048,,,,,
misscolifata,6/9/2011 15:23,0,0,@ srcodo y empanadas con carne molida del brazo del gordo! # ASCO,,@,#,7.89051E+16,https://twitter.com/misscolifata/status/78905102982852608,,,,,
NachuBlanco,6/9/2011 15:20,0,0,"@ FlorchuGarcia JAJAJAJJAJA, soy yoo escribiendo esto en twitteer! ajajaj sisis, ya esta mejoor, te dice gracias y te devuelve el kiss # asco",,@,#,7.89044E+16,https://twitter.com/NachuBlanco/status/78904410666827776,,,,,
tanmayrs,6/9/2011 15:19,1,0,ASCO 2011 – Twitter Analysis of Top Links Shared and Comments On Molecules # ASCO11 http://tinyurl.com/42bxsyg,,,#,7.89042E+16,https://twitter.com/tanmayrs/status/78904170173833219,,,,,
kristy3m,6/9/2011 15:16,0,0,Social Abstract Project: Analysis of all social commentary on the # ASCO11 meeting http://bit.ly/iBXcbg by @ brianreid,,@,#,7.89033E+16,https://twitter.com/kristy3m/status/78903290976407552,,,,,
Luanvelo,6/9/2011 15:13,0,0,@Ryg_Abukair7 DIOS MIO no lo superoo! o.o que # ASCO busitoo*-*,,@Ryg_Abukair7,#,7.89025E+16,https://twitter.com/Luanvelo/status/78902509229445120,,,,,
herrna,6/9/2011 15:08,0,0,Gente que vomita en el bondi # asco,,,#,7.89014E+16,https://twitter.com/herrna/status/78901372380123137,,,,,
tongas_ca,6/9/2011 15:07,0,0,Soy tan # falso que me da # asco a mi mismo! xoxo No se da cuenta que me cae mal! # Hello O necesita señales de humo! Grr,,,# # #,7.89012E+16,https://twitter.com/tongas_ca/status/78901154163077120,,,,,
neon9417,6/9/2011 15:04,0,0,"No quiero a esta chava, ni verla en la U nunca jamas espero verla :@ME DARIA # asco",,@ME,#,7.89004E+16,https://twitter.com/neon9417/status/78900365155778562,,,,,
_andresmurcia,6/9/2011 14:59,0,0,"Sera que cuando Chávez se muera y lo vean los gusanos, estos se vuelven vegetarianos? # asco",,,#,7.88991E+16,https://twitter.com/_andresmurcia/status/78899062719516673,,,,,
adrivalientetv,6/9/2011 14:55,0,0,# asco,,,#,7.8898E+16,https://twitter.com/adrivalientetv/status/78898032556519426,,,,,
lauavalos,6/9/2011 14:54,0,0,"@ fer_rc lose!!! aff,, ya ves e laura vs niurka!! :S # asco!!",,@,#,7.88977E+16,https://twitter.com/lauavalos/status/78897743908704256,,,,,
jessikabittar,6/9/2011 14:52,0,0,no soporto la gente que escribe con horrores ortográficos # asco.,,,#,7.88972E+16,https://twitter.com/jessikabittar/status/78897212721074177,,,,,
alegcm,6/9/2011 14:48,0,0,# EnUnLiceoNuncaFalta por que liceo? No pueden decir bachillerato? Que cosa tan horrible suena liceo # asco,,,# #,7.88962E+16,https://twitter.com/alegcm/status/78896182507741184,,,,,
Mimi_Matt,6/9/2011 14:40,0,0,@ alanpatriota Com certeza.....ali é um caso de amor entre Suplicy e Battisti. # Asco,,@,#,7.88942E+16,https://twitter.com/Mimi_Matt/status/78894156793131008,,,,,
MaiteMrtinez,6/9/2011 14:39,0,0,"Na, mis zapatillas son un # asco e igual las tengo que usar tengo 0 ganas de ir a gym ..",,,#,7.88941E+16,https://twitter.com/MaiteMrtinez/status/78894101319262208,,,,,
agustinasomma,6/9/2011 14:39,0,0,"Mama y yo somos tan afortunadas q cada vez q vamos juntas en el auto, siempre vemos un infeliz metiendose el dedo entero en el naso # asco",,,#,7.8894E+16,https://twitter.com/agustinasomma/status/78893975544672256,,,,,
BrenAcostaa_,6/9/2011 14:38,0,0,Pero que ven mis ojos???? # asco,,,#,7.88937E+16,https://twitter.com/BrenAcostaa_/status/78893723076923392,,,,,
danieldorp,6/9/2011 14:35,0,0,Alguien ha aplastado una culebra con su carro? # remordimiento # asco,,,# #,7.88929E+16,https://twitter.com/danieldorp/status/78892905862930432,,,,,
SRonVal,6/9/2011 14:33,0,0,# asco cuando la gente abre la boca y sale un olor súper fétido !!! Si saben que existe el enjuague bucal o mínimo los chicles no?,,,#,7.88925E+16,https://twitter.com/SRonVal/status/78892484243099648,,,,,
martincedes,6/9/2011 14:31,0,0,"@ RosselloCaics jajjaaj... no sé, se me ocurrió... y cada tanto había que cambiarle la bolsa porque se le llenaba de tuits. # asco",,@,#,7.8892E+16,https://twitter.com/martincedes/status/78892012358746113,,,,,
CristinDevThmas,6/9/2011 14:30,0,0,"@ __Nuria__ sí, pero hemos hablado gracias a ... tachán tachán... # ASCO",,@,#,7.88917E+16,https://twitter.com/CristinDevThmas/status/78891747350028288,,,,,
gabyguss,6/9/2011 14:23,0,0,Maldita aburrion que # asco de trabajo,,,#,7.88901E+16,https://twitter.com/gabyguss/status/78890088808976384,,,,,
iDonPendejo,6/9/2011 14:20,0,0,“@bet0_ibz: que video tan patetico # asco” cual?!,,@bet0_ibz,#,7.88893E+16,https://twitter.com/iDonPendejo/status/78889319984672768,,,,,
UrielAxelrod,6/9/2011 14:20,0,0,@ChrisStereo nomas wachawachean # ASCO,,@ChrisStereo,#,7.88892E+16,https://twitter.com/UrielAxelrod/status/78889248614395904,,,,,
kikeaganzo,6/9/2011 14:19,1,0,La calle Espoz y Mina de Huertas debería llamarse Espoz y Meos por su olor. # asco # Madrid,,,# #,7.88891E+16,https://twitter.com/kikeaganzo/status/78889053373743105,,,,,
Naligmarth,6/9/2011 14:19,0,0,Buuh (n) RT @SimonHeRTrman si claro -1000 RT @ Naligmarth: Por que Pues? O.o' Es una serie muy buena! RT @ SimonHerman # Asco RT @ Naligmarth ..,,@SimonHeRTrman @ @ @,#,7.88889E+16,https://twitter.com/Naligmarth/status/78888851388637184,,,,,
analaurasalas,6/9/2011 14:18,0,0,# noesdedios ir a la clamteria y que te vomiten junto! # asco !,,,# #,7.88887E+16,https://twitter.com/analaurasalas/status/78888690172170240,,,,,
candynoi,6/9/2011 14:18,0,0,mi día de hoy...mejor ni nombrarlo... # asco,,,#,7.88886E+16,https://twitter.com/candynoi/status/78888623700844544,,,,,
jozhreyes,6/9/2011 14:18,0,0,# 10CosasQueOdio los tenis deportivos! # Asco,,,# #,7.88886E+16,https://twitter.com/jozhreyes/status/78888621792436224,,,,,
Un_Bet0,6/9/2011 14:17,0,0,que video tan patetico # asco,,,#,7.88883E+16,https://twitter.com/Un_Bet0/status/78888345190670337,,,,,
SteffNieto,6/9/2011 14:15,0,0,@ nohemiguerrero D: un gorila y un burro # Asco,,@,#,7.8888E+16,https://twitter.com/SteffNieto/status/78888030118739968,,,,,
Naligmarth,6/9/2011 14:15,0,0,Por que Pues? O.o' Es una serie muy buena! RT @ SimonHerman # Asco RT @ Naligmarth: Glee *-* por # Fox,,@ @,# #,7.88879E+16,https://twitter.com/Naligmarth/status/78887912573370368,,,,,
highfemmi,6/9/2011 14:09,0,0,No soy superficial pero odio a las minas feas que se hacen las lindas # asco,,,#,7.88865E+16,https://twitter.com/highfemmi/status/78886492973432832,,,,,
MissGinerW,6/9/2011 14:09,0,0,"@Yayeaaah jaajajjaja que mas quisiera yo estudiarme lo k tu t as estudiado...jajajaja no es economia,es derecho mercantil..jajaja # asco",,@Yayeaaah,#,7.88863E+16,https://twitter.com/MissGinerW/status/78886328934207488,,,,,
EnriqueFdz51,6/9/2011 14:08,0,0,Grego # asco,,,#,7.88863E+16,https://twitter.com/EnriqueFdz51/status/78886258637668352,,,,,
KRRIE,6/9/2011 14:07,0,0,"@PaulinaEne pues si, no manches jajaja, no es el que sea ama de casa eso esta chido si ella quiere pero lo de la flema # asco",,@PaulinaEne,#,7.88861E+16,https://twitter.com/KRRIE/status/78886059706023937,,,,,
KRRIE,6/9/2011 14:05,0,0,@ tamaraporque @PaulinaEne # wtf # asco # sickandsadworld. # elmundoenfermoytriste. # tengomiedo,,@ @PaulinaEne,# # # # #,7.88853E+16,https://twitter.com/KRRIE/status/78885323672793088,,,,,
Moreira_Ivan4,6/9/2011 14:03,0,0,"@harwinoverall hahah..! # asco solo en eso pensas mano, te voy a quitar la ganas vas a veer! =D",,@harwinoverall,#,7.88849E+16,https://twitter.com/Moreira_Ivan4/status/78884911511126016,,,,,
armandorora24,6/9/2011 14:02,0,0,"@mellstar21: Hay algo q pueda hacer el publico en general para evitar la sudoración excesiva???? # asco""/ antitranspirante nivea for men""",,@mellstar21,#,7.88847E+16,https://twitter.com/armandorora24/status/78884744376487936,,,,,
dayer_92,6/9/2011 14:02,0,0,# Asco eso me das a veces :S,,,#,7.88847E+16,https://twitter.com/dayer_92/status/78884651262943233,,,,,
ManoelAcevedo,6/9/2011 14:01,0,0,@ adrioviedo tienes razon tu bikini si tu cuerpower no # asco,,@,#,7.88844E+16,https://twitter.com/ManoelAcevedo/status/78884396010180608,,,,,
rickymanjarrez,6/9/2011 13:55,0,0,@ DragonDomm tu què? # asco,,@,#,7.8883E+16,https://twitter.com/rickymanjarrez/status/78883022107189249,,,,,
manch_EGO,6/9/2011 13:55,0,0,@angel_megacool yo a los niÑos en general # asco,,@angel_megacool,#,7.88829E+16,https://twitter.com/manch_EGO/status/78882948136439809,,,,,
UCCancerCenter,6/9/2011 13:53,0,0,"# UChicago earn 3 # ASCO11 Young Investigator Awards! Churpek, La Madrid, Gangadhar - Mentors Onel, Cohn, Maitland. http://bit.ly/kDfXTk",,,# #,7.88825E+16,https://twitter.com/UCCancerCenter/status/78882481608204288,,,,,
E_LYL,6/9/2011 13:53,0,0,"Cacahuates sabor chocomenta, # asco",,,#,7.88824E+16,https://twitter.com/E_LYL/status/78882373877501952,,,,,
karenvelepuche,6/9/2011 13:52,0,0,# CosasQueNadieCree que tu novio te cambie por tu mejor amiga # asco,,,# #,7.88821E+16,https://twitter.com/karenvelepuche/status/78882131018911744,,,,,
Sbel_,6/9/2011 13:46,0,0,Mi brazo esta demasiado blandengue. # asco,,,#,7.88806E+16,https://twitter.com/Sbel_/status/78880637125271552,,,,,
RodsWaste,6/9/2011 13:41,0,0,# Asco,,,#,7.88794E+16,https://twitter.com/RodsWaste/status/78879440616173570,,,,,
PopiMaurente,6/9/2011 13:39,0,0,Alguien le puede comunicar a las Pombo que NO las soporto. Muertas resucitadas. # Asco,,,#,7.88788E+16,https://twitter.com/PopiMaurente/status/78878806735204353,,,,,
autenticaDoo,6/9/2011 13:38,0,0,# CosasQueNoVanJuntas Huevoo & limoon // Giuuuuu # asco,,,# #,7.88786E+16,https://twitter.com/autenticaDoo/status/78878604183875584,,,,,
richardc85,6/9/2011 13:36,0,0,Pareja en el restaurante después de almorzar besando se la ensalada lleva cebolla y el se saca la carne de los dientes con el dedo q # asco,,,#,7.88781E+16,https://twitter.com/richardc85/status/78878129082474496,,,,,
_elTorito,6/9/2011 13:36,0,0,RT @ PereaJr: Mi amígo @ alcora78 se tuvo q rasurar todo su asqueroso cuerpo..por que tiene calor // GRACIAS POR ARRUINARME EL DIA # ASCO,,@ @,#,7.88781E+16,https://twitter.com/_elTorito/status/78878093091155968,,,,,
Gin4Total,6/9/2011 13:34,0,0,"El hada de Nunca Jamás aprueba con un 3,5 ¿Cómo se llama el personaje? ..... Campanilla de Gauss # Asco",,,#,7.88776E+16,https://twitter.com/Gin4Total/status/78877562029350912,,,,,
mtmdphd,6/9/2011 13:30,0,0,MT @ WCGWorld @ brianreid: # ASCO11 Social Abstract Proj Initial Findings http://bit.ly/krya6g,,@ @,#,7.88767E+16,https://twitter.com/mtmdphd/status/78876655006908417,,,,,
