id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1155213811906940929,1155213811906940929,1564259410000.0,2019-07-27 13:30:10,-0700,,"One of the main purposes of ""Advances in Computational Biology"" is to promote and make the research done by women in the #bioinformatics field visible. This is why all speakers will be women, although the conference is open to everyone  https://t.co/mTsjSJzbGl #womeninSTEM @iscb  https://t.co/1Y4EotTUc4",en,"['bioinformatics', 'womeninstem']",[],68770833,68770833,WomenScienceRFS,Rosalind Franklin Society,6,13,https://twitter.com/WomenScienceRFS/status/1155213811906940929,['https://www.iscb.org/advcompbio2019'],['https://pbs.twimg.com/media/EAgk1uWXkAAKb--.jpg'],1,https://pbs.twimg.com/media/EAgk1uWXkAAKb--.jpg,False,17,1,10,,#ISMB2019 OR #ISMB19 OR @iscb,,,,,,,[],,,,
1155162860928081921,1154844789550043138,1564247262000.0,2019-07-27 10:07:42,-0700,,"@ngehlenborg @FILWD @biovis_net @IEEEorg @iscb If your community is Bio, then go for it. My community is Vis and hurting the most recognized venue also hurts all the students who belong to it. Science is evolving quickly and its institutions have inertia. @ieeevis already changes radically.",en,[],[],370227242,370227242,jdfaviz,Jean-Daniel Fekete,6,10,https://twitter.com/jdfaviz/status/1155162860928081921,[],[],0,,False,2,0,0,,#ISMB2019 OR #ISMB19 OR @iscb,,,,,,,"[{'screen_name': 'ngehlenborg', 'name': 'Nils Gehlenborg', 'id': '16557883'}, {'screen_name': 'FILWD', 'name': 'Enrico Bertini', 'id': '190564700'}, {'screen_name': 'biovis_net', 'name': 'BioVis', 'id': '268350241'}, {'screen_name': 'IEEEorg', 'name': 'IEEE', 'id': '54290504'}, {'screen_name': 'iscb', 'name': 'ISCB News', 'id': '96111619'}]",,,,
1155047471715901440,1154844789550043138,1564219751000.0,2019-07-27 02:29:11,-0700,,"@FILWD @jdfaviz I didn't like it, I didn't whine, and instead I worked with the @biovis_net community to move the meeting from @IEEEorg to @iscb. That was after we tried for years to work with @IEEEorg on developing a publishing model that works for an interdisciplinary meeting like @biovis_net.",en,[],[],16557883,16557883,ngehlenborg,Nils Gehlenborg,6,02,https://twitter.com/ngehlenborg/status/1155047471715901440,[],[],0,,False,11,1,0,,#ISMB2019 OR #ISMB19 OR @iscb,,,,,,,"[{'screen_name': 'FILWD', 'name': 'Enrico Bertini', 'id': '190564700'}, {'screen_name': 'jdfaviz', 'name': 'Jean-Daniel Fekete', 'id': '370227242'}]",,,,
1154774442767257601,1154774442767257601,1564154656000.0,2019-07-26 08:24:16,-0700,,Code4Life Lounge at Pebbles Lounge (38th) floor in Roche Tower @iscbsc @iscb  https://t.co/gv3vi6IjLx,en,[],[],2796949757,2796949757,darrrnit,Nilson Coimbra,5,08,https://twitter.com/darrrnit/status/1154774442767257601,[],"['https://pbs.twimg.com/media/EAaVNmvXYAEqRZe.jpg', 'https://pbs.twimg.com/media/EAaVNm0W4AAuMrr.jpg']",1,https://pbs.twimg.com/media/EAaVNmvXYAEqRZe.jpg,False,13,0,4,,#ISMB2019 OR #ISMB19 OR @iscb,,,,,,,[],,,,
1154763753902235649,1154298763424538624,1564152108000.0,2019-07-26 07:41:48,-0700,,@jdelasrivas @Alfons_Valencia @iscb @iscb_latam Great to hear you are also going to have a similar number of women giving plenary and keynote talks! The website at this point didn't convey that as well as perhaps it might have.,en,[],[],95233492,95233492,GreeneScientist,Casey Greene,5,07,https://twitter.com/GreeneScientist/status/1154763753902235649,[],[],0,,False,6,0,0,,#ISMB2019 OR #ISMB19 OR @iscb,,,,,,,"[{'screen_name': 'jdelasrivas', 'name': 'Javier De Las Rivas', 'id': '766603993825087488'}, {'screen_name': 'Alfons_Valencia', 'name': 'AlfonsoValencia', 'id': '245682624'}, {'screen_name': 'iscb', 'name': 'ISCB News', 'id': '96111619'}, {'screen_name': 'iscb_latam', 'name': 'ISCB Latin America', 'id': '385063863'}]",,,,
1154763624902254598,1154298763424538624,1564152077000.0,2019-07-26 07:41:17,-0700,,@GreeneScientist @Alfons_Valencia Hello Casey ... This is the preliminary panel of speakers ... We are in the process of confirmation &amp; looking for other names @iscb @iscb_latam (mainly women to answer your comment). Also the organizing committee is conducted by a woman &amp; gender balance will be kept #SoIBio+10,en,['soibio'],[],766603993825087488,766603993825087488,jdelasrivas,Javier De Las Rivas,5,07,https://twitter.com/jdelasrivas/status/1154763624902254598,[],[],0,,False,10,1,1,,#ISMB2019 OR #ISMB19 OR @iscb,,,,,,,"[{'screen_name': 'GreeneScientist', 'name': 'Casey Greene', 'id': '95233492'}, {'screen_name': 'Alfons_Valencia', 'name': 'AlfonsoValencia', 'id': '245682624'}]",,,,
1154762410185695236,1154298763424538624,1564151787000.0,2019-07-26 07:36:27,-0700,,@jdelasrivas @Alfons_Valencia @iscb Great to hear you are also going to have a similar number of women giving plenary and keynote talks! The website at this point didn't convey that as well as perhaps it might have.,en,[],[],95233492,95233492,GreeneScientist,Casey Greene,5,07,https://twitter.com/GreeneScientist/status/1154762410185695236,[],[],0,,False,0,0,0,,#ISMB2019 OR #ISMB19 OR @iscb,,,,,,,"[{'screen_name': 'jdelasrivas', 'name': 'Javier De Las Rivas', 'id': '766603993825087488'}, {'screen_name': 'Alfons_Valencia', 'name': 'AlfonsoValencia', 'id': '245682624'}, {'screen_name': 'iscb', 'name': 'ISCB News', 'id': '96111619'}]",,,,
1154521620263784449,1154521620263784449,1564094378000.0,2019-07-25 15:39:38,-0700,,"#ISMBECCB19 is over and I can't really express how much I enjoyed being there! Thanks to the organizers for making such an amazing playground for all of us! Cannot wait until next year! #Sitges #Montreal @iscb. Met old friends, made new ones! Talked to my scientific idols! #MAGIC",en,"['ismbeccb19', 'sitges', 'montreal', 'magic']",[],248823056,248823056,GonzaParra_,Gonzalo Parra,4,15,https://twitter.com/GonzaParra_/status/1154521620263784449,[],[],0,,False,14,0,0,,#ISMB2019 OR #ISMB19 OR @iscb,,,,,,,[],,,,
1154460628142059520,1154460628142059520,1564079837000.0,2019-07-25 11:37:17,-0700,,Must ensure your model is beating the average activity baseline!! #ismb2019 #ISMBECCB  https://t.co/NoxNkmaHqb,en,"['ismb2019', 'ismbeccb']",[],57590436,57590436,sombeet,sombeet sahu,4,11,https://twitter.com/sombeet/status/1154460628142059520,[],['https://pbs.twimg.com/media/EAV3PIUXsAANBfA.jpg'],1,https://pbs.twimg.com/media/EAV3PIUXsAANBfA.jpg,False,1,0,0,,#ISMB2019 OR #ISMB19 OR @iscb,,,,,,,[],,,,
1154451085890768897,1154451085890768897,1564077562000.0,2019-07-25 10:59:22,-0700,,"Big thank you to all speakers, presenters and participants of #ISMBECCB 2019 for contributing to an inspiring conference - it was a pleasure hosting you all here in Basel. Have a safe trip home! @iscb @rsg_switzerland @ISBSIB @UniBasel_en  https://t.co/0T9uSzPwhJ",en,['ismbeccb'],[],2865371853,2865371853,TorstenSchwede,Torsten Schwede,4,10,https://twitter.com/TorstenSchwede/status/1154451085890768897,[],['https://pbs.twimg.com/media/EAVvJGEXkAEMfJd.jpg'],1,https://pbs.twimg.com/media/EAVvJGEXkAEMfJd.jpg,False,30,0,8,,#ISMB2019 OR #ISMB19 OR @iscb,,,,,,,[],,,,
