id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1284632000515788803,1284162272529719298,1595115110000.0,2020-07-18 16:31:50,-0700,,@ANarunsky @iscb @PNASNews @buildmodels Congratulations!,en,[],[],822012169969606656,822012169969606656,AvitalSharir,Avital Sharir Ivry,6,16,https://twitter.com/AvitalSharir/status/1284632000515788803,[],[],0,,False,1,0,0,,#ISMB2020 OR #ISMB20 OR @iscb,,,,,,,"[{'screen_name': 'ANarunsky', 'name': 'Aya Narunsky', 'id': '1232398625927462913'}, {'screen_name': 'iscb', 'name': 'ISCB News', 'id': '96111619'}, {'screen_name': 'PNASNews', 'name': 'PNASNews', 'id': '258847118'}, {'screen_name': 'buildmodels', 'name': 'rcsb pdb 💉🧬💻🔬💊🌱🧠🦠', 'id': '81855303'}]",,,,
1284631388130619392,1284631388130619392,1595114964000.0,2020-07-18 16:29:24,-0700,,Had a wonderful time attending the virtual #ISMB2020 of @iscb and very honored to receive the @EvolComp  best talk award!  https://t.co/NC6hzn1jpS  https://t.co/1XUfoSfIJB,en,['ismb2020'],[],822012169969606656,822012169969606656,AvitalSharir,Avital Sharir Ivry,6,16,https://twitter.com/AvitalSharir/status/1284631388130619392,['https://www.iscb.org/ismb2020-general/ismb2020-award-winners'],['https://pbs.twimg.com/media/EdPtCesX0AYTIiZ.jpg'],1,https://pbs.twimg.com/media/EdPtCesX0AYTIiZ.jpg,False,6,1,1,,#ISMB2020 OR #ISMB20 OR @iscb,,,,,,,[],,,,
1284596309652123648,1284596309652123648,1595106601000.0,2020-07-18 14:10:01,-0700,,We tried to share what we learned a long while back for virtual conferencing across Africa. Glad some of the suggestions from @larsjuhljensen for #ISMB2020 have stood the time test.   https://t.co/T4oRfhr9h2,en,['ismb2020'],[],15273272,15273272,winhide,Winston hide,6,14,https://twitter.com/winhide/status/1284596309652123648,['https://tinyurl.com/y6el9bg3'],[],0,,False,5,0,1,https://twitter.com/larsjuhljensen/status/1284433492445667329,#ISMB2020 OR #ISMB20 OR @iscb,,,,,,,[],,,,
1284556677044482049,1284134567339855872,1595097152000.0,2020-07-18 11:32:32,-0700,,@yannik_schaelte @JanHasenauer @iscb Congratulations!,en,[],[],2824081489,2824081489,Nonenty,Adriana P.,6,11,https://twitter.com/Nonenty/status/1284556677044482049,[],[],0,,False,1,0,0,,#ISMB2020 OR #ISMB20 OR @iscb,,,,,,,"[{'screen_name': 'yannik_schaelte', 'name': 'Yannik Schälte', 'id': '1109606118777671680'}, {'screen_name': 'JanHasenauer', 'name': 'Jan Hasenauer', 'id': '799605979264454656'}, {'screen_name': 'iscb', 'name': 'ISCB News', 'id': '96111619'}]",,,,
1284556482743328769,1284545631990816769,1595097106000.0,2020-07-18 11:31:46,-0700,,"@IAcornflake I completely agree! I bet it wasn’t easy for the organizers of #ISMB2020 to make this conference virtual, and it exceeded my expectations. But a lot can be improved. I really hope both live and virtual aspects would be integrated in future conferences to become widely accessible.",en,['ismb2020'],[],1114600173982900224,1114600173982900224,LeilaFattel,Leila Fattel,6,11,https://twitter.com/LeilaFattel/status/1284556482743328769,[],[],0,,False,3,0,0,,#ISMB2020 OR #ISMB20 OR @iscb,,,,,,,"[{'screen_name': 'IAcornflake', 'name': 'Carolyn Lawrence-Dill', 'id': '250247611'}]",,,,
1284490737011224578,1284490737011224578,1595081431000.0,2020-07-18 07:10:31,-0700,,"GenomeSpy, Grammar-Based Interactive Genome Visualization  https://t.co/OoXAoyHTGk  #ISMB2020 A GPU-based tool to visualize complex data with vega-lite API",en,['ismb2020'],[],1215696150,1215696150,weitinglin66,WeiTing Lin,6,07,https://twitter.com/weitinglin66/status/1284490737011224578,['https://www.youtube.com/watch?v=7GanrFw7gJA'],[],0,,False,2,0,0,,#ISMB2020 OR #ISMB20 OR @iscb,,,,,,,[],,,,
1284463182984163328,1284162272529719298,1595074861000.0,2020-07-18 05:21:01,-0700,,"@ANarunsky @iscb @PNASNews @buildmodels Congratulations, Aya!",tl,[],[],4678990507,4678990507,Vikram_Alva,Vikram Alva,6,05,https://twitter.com/Vikram_Alva/status/1284463182984163328,[],[],0,,False,1,0,0,,#ISMB2020 OR #ISMB20 OR @iscb,,,,,,,"[{'screen_name': 'ANarunsky', 'name': 'Aya Narunsky', 'id': '1232398625927462913'}, {'screen_name': 'iscb', 'name': 'ISCB News', 'id': '96111619'}, {'screen_name': 'PNASNews', 'name': 'PNASNews', 'id': '258847118'}, {'screen_name': 'buildmodels', 'name': 'rcsb pdb 💉🧬💻🔬💊🌱🧠🦠', 'id': '81855303'}]",,,,
1284461090299088896,1284433492445667329,1595074362000.0,2020-07-18 05:12:42,-0700,,"@caco3cz Hello, the unroll you asked for: @larsjuhljensen: Having survived #ISMB2020, and having experienced a bit of #ASMS2020 and #RECOMB2020 too, it's time…  https://t.co/bjG8s1yFiY Have a good day. 🤖",en,"['ismb2020', 'asms2020', 'recomb2020']",[],895814938995957760,895814938995957760,threadreaderapp,Thread Reader App,6,05,https://twitter.com/threadreaderapp/status/1284461090299088896,['https://threadreaderapp.com/thread/1284433492445667329.html'],[],0,,False,0,0,0,,#ISMB2020 OR #ISMB20 OR @iscb,,,,,,,"[{'screen_name': 'caco3cz', 'name': 'Karel Berka', 'id': '2359297928'}]",,,,
1284452507390029824,1284452507390029824,1595072316000.0,2020-07-18 04:38:36,-0700,,Many congratulation to @StevenSalzberg1 for the @iscb accomplishments by a Senior Scientist Award 2020! Thanks for your excellent keynote on Bioinformatics and Genomics. #ISMB2020 #Genomics #Bioinformatics,en,"['ismb2020', 'genomics', 'bioinformatics']",[],1343891791,1343891791,arunprasad_p,Arun Prasad Pandurangan,6,04,https://twitter.com/arunprasad_p/status/1284452507390029824,[],[],0,,False,1,0,1,https://twitter.com/StevenSalzberg1/status/1283907461183873027,#ISMB2020 OR #ISMB20 OR @iscb,,,,,,,[],,,,
1284449942417833984,1284433492445667329,1595071704000.0,2020-07-18 04:28:24,-0700,,"@larsjuhljensen #ISMB2020 in that sense was not helping: I already worked a day, and then the conference started late afternoon :(  Online: back-to-back means 24/7 :/",en,['ismb2020'],[],22911650,22911650,egonwillighagen,Egon Willighⓐgen,6,04,https://twitter.com/egonwillighagen/status/1284449942417833984,[],[],0,,False,0,0,0,,#ISMB2020 OR #ISMB20 OR @iscb,,,,,,,"[{'screen_name': 'larsjuhljensen', 'name': 'Lars Juhl Jensen', 'id': '14962567'}]",,,,
