id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1017884334181765120,1017884334181765120,1531517511000.0,2018-07-13 14:31:51,-0700,,Congrats to Linhua (Alex) Wang from the lab for winning one of the @F1000Research poster prizes at #ISMB2018!!! @SinaiGenetics @IcahnInstitute  https://t.co/Pox0uf46FP,en,['ismb2018'],[],701629538929803264,701629538929803264,gpandeylab,Gaurav Pandey,5,14,https://twitter.com/gpandeylab/status/1017884334181765120,[],['https://pbs.twimg.com/tweet_video_thumb/DiBAZbAWsAA9dAP.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/DiBAZbAWsAA9dAP.jpg,False,2,0,0,,#ISMB2018 OR #ISMB18 OR @iscb,,,,,,,[],,,,
1017859622307319809,1017859622307319809,1531511619000.0,2018-07-13 12:53:39,-0700,,@coletrapnell Great keynote @ #ISMB2018! Wondering what dd you use to create/integrate the animations in your presentation?,en,['ismb2018'],[],727235999898587136,727235999898587136,ContactErich,Erich Peterson,5,12,https://twitter.com/ContactErich/status/1017859622307319809,[],[],0,,False,0,1,0,,#ISMB2018 OR #ISMB18 OR @iscb,,,,,,,[],,,,
1017787059518533632,1017787059518533632,1531494319000.0,2018-07-13 08:05:19,-0700,,We just learned that @sabrina_nusrat and @TheHarbig's poster on OncoThreads won one of six #ISMB2018 @F1000Prime Best Poster Awards. Congratulations Sabrina and Theresa! A nice complement to the #biovis Best Poster Award for @flekschas' HiPiler and Scalable Insets poster! 🏆🏆  https://t.co/ebCcudFsg3,en,"['ismb2018', 'biovis']",[],16557883,16557883,ngehlenborg,Nils Gehlenborg,5,08,https://twitter.com/ngehlenborg/status/1017787059518533632,['https://twitter.com/ngehlenborg/status/1015991670360420352'],[],0,,False,21,2,6,https://twitter.com/ngehlenborg/status/1015991670360420352,#ISMB2018 OR #ISMB18 OR @iscb,,,,,,,[],,,,
1017773637997400064,1017773637997400064,1531491119000.0,2018-07-13 07:11:59,-0700,,"Jack will be sad one day that he wasn't smiling when he got to meet not one but two Nobel laureates. Thank you @sirfrasersays, Professor Feringa, and #ISMB2018  for bringing us all together.  https://t.co/kTgOCLeAVz",en,['ismb2018'],[],59248743,59248743,snowillow02,Christina Thompson,5,07,https://twitter.com/snowillow02/status/1017773637997400064,[],['https://pbs.twimg.com/media/Dh_buVbX0AAAjUQ.jpg'],1,https://pbs.twimg.com/media/Dh_buVbX0AAAjUQ.jpg,False,75,2,2,,#ISMB2018 OR #ISMB18 OR @iscb,,,,,,,[],,,,
1017717864378269696,1017203700161564672,1531477821000.0,2018-07-13 03:30:21,-0700,,@GreeneScientist @SahaSurya @iscb   https://t.co/txkkKhmaze,und,[],[],1452937356,1452937356,StructBioinfo,Ragothaman Yennamalli,5,03,https://twitter.com/StructBioinfo/status/1017717864378269696,[],['https://pbs.twimg.com/tweet_video_thumb/Dh-o_4PU8AIt0k6.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/Dh-o_4PU8AIt0k6.jpg,False,0,0,0,,#ISMB2018 OR #ISMB18 OR @iscb,,,,,,,"[{'screen_name': 'GreeneScientist', 'name': 'Casey Greene', 'id': '95233492'}, {'screen_name': 'SahaSurya', 'name': 'sahasurya', 'id': '621835593'}, {'screen_name': 'iscb', 'name': 'ISCB News', 'id': '96111619'}]",,,,
1017637163821928448,1017637163821928448,1531458581000.0,2018-07-12 22:09:41,-0700,,At ISMB 2018 numerous presenters couldn't attend due to travel ban #TravelBan #ismb2018,en,"['travelban', 'ismb2018']",[],308785231,308785231,LeoBman,Leo Brueggeman,4,22,https://twitter.com/LeoBman/status/1017637163821928448,[],[],0,,False,4,1,1,,#ISMB2018 OR #ISMB18 OR @iscb,,,,,,,[],,,,
1017614503440207874,1017614503440207874,1531453178000.0,2018-07-12 20:39:38,-0700,,"@GreeneScientist, u r right that #ISMB2018/#ismb18 did well on some diversity, like gender and race, though more can be done. However, there were hardly any #UnderRepresentedMinority attendees, a problem #bioinformatics has to deal with in general. Dedicated travel fellowships?  https://t.co/JJol780oNw",en,"['ismb2018', 'ismb18', 'underrepresentedminority', 'bioinformatics']",[],701629538929803264,701629538929803264,gpandeylab,Gaurav Pandey,4,20,https://twitter.com/gpandeylab/status/1017614503440207874,['https://twitter.com/GreeneScientist/status/1016783330942029824'],[],0,,False,0,0,1,https://twitter.com/GreeneScientist/status/1016783330942029824,#ISMB2018 OR #ISMB18 OR @iscb,,,,,,,[],,,,
1017525222461837312,1017525222461837312,1531431892000.0,2018-07-12 14:44:52,-0700,,Early Efforts to Improve Drug-Induced Liver Injury Detection With #MachineLearning Fall Short  https://t.co/OTQKkOT0PD via @GenomeWeb #ISMB2018 #bioinformatics,en,"['machinelearning', 'ismb2018', 'bioinformatics']",[],223680582,223680582,nversel,Neil Versel,4,14,https://twitter.com/nversel/status/1017525222461837312,['https://www.genomeweb.com/informatics/early-efforts-improve-drug-induced-liver-injury-detection-machine-learning-fall-short#.W0fLKdGBPn9.twitter'],[],0,,False,0,0,0,,#ISMB2018 OR #ISMB18 OR @iscb,,,,,,,[],,,,
1017498267138043905,1017498267138043905,1531425465000.0,2018-07-12 12:57:45,-0700,,"Describing NG-CHMs, including our plug-in architecture for link outs, at #ISMB2018  https://t.co/6TPE7ozbGg",en,['ismb2018'],[],747137259040710656,747137259040710656,nextgenheatmaps,NGCHM,4,12,https://twitter.com/nextgenheatmaps/status/1017498267138043905,[],['https://pbs.twimg.com/media/Dh7g0FKVMAACmb9.jpg'],1,https://pbs.twimg.com/media/Dh7g0FKVMAACmb9.jpg,False,1,0,0,,#ISMB2018 OR #ISMB18 OR @iscb,,,,,,,[],,,,
1017390723660959744,1017352146604392448,1531399825000.0,2018-07-12 05:50:25,-0700,,#ISMB2018 #ISMB18,und,"['ismb2018', 'ismb18']",[],752982253576318976,752982253576318976,Physacourses,Physalia-courses@ONLINE,4,05,https://twitter.com/Physacourses/status/1017390723660959744,[],[],0,,False,0,0,0,,#ISMB2018 OR #ISMB18 OR @iscb,,,,,,,[],,,,
1017385365030793216,1017385365030793216,1531398547000.0,2018-07-12 05:29:07,-0700,,Team members present the GDC pipeline automation framework at #ISMB2018: Towards a Data-Driven Workflow Creation and Deployment System  https://t.co/jHcxXnCnsB,en,['ismb2018'],[],3222536666,3222536666,NCIGDC_Updates,NCI GDC,4,05,https://twitter.com/NCIGDC_Updates/status/1017385365030793216,[],['https://pbs.twimg.com/media/Dh56gGvXkAEv_WJ.jpg'],1,https://pbs.twimg.com/media/Dh56gGvXkAEv_WJ.jpg,False,11,0,1,,#ISMB2018 OR #ISMB18 OR @iscb,,,,,,,[],,,,
1017384591525580805,1017384591525580805,1531398363000.0,2018-07-12 05:26:03,-0700,,"The MacManes Lab is recruiting a grad student and postdoc to work on recently (NIH) funded project. Desert mammals, physiology, genomics, ect. Please contact me if interested! #ISMB2018 #SMBE2018 #EVOL2018 #DIBSI2018 #ASMWildcat",en,"['ismb2018', 'smbe2018', 'evol2018', 'dibsi2018', 'asmwildcat']",[],11824072,11824072,macmanes,Matt MacManes,4,05,https://twitter.com/macmanes/status/1017384591525580805,[],[],0,,False,17,1,45,,#ISMB2018 OR #ISMB18 OR @iscb,,,,,,,[],,,,
1017247121055965184,1017203700161564672,1531365587000.0,2018-07-11 20:19:47,-0700,,@GreeneScientist @iscb Good idea... Will also bring this up with @biocurator exec committee,en,[],[],25743783,25743783,andrewsu,Andrew Su,3,20,https://twitter.com/andrewsu/status/1017247121055965184,[],[],0,,False,2,0,0,,#ISMB2018 OR #ISMB18 OR @iscb,,,,,,,"[{'screen_name': 'GreeneScientist', 'name': 'Casey Greene', 'id': '95233492'}, {'screen_name': 'iscb', 'name': 'ISCB News', 'id': '96111619'}]",,,,
1017206549515722752,1017203700161564672,1531355914000.0,2018-07-11 17:38:34,-0700,,@GreeneScientist @iscb Well done @GreeneScientist!,en,[],[],3696565696,3696565696,FertigLab,Dr. Elana J Fertig,3,17,https://twitter.com/FertigLab/status/1017206549515722752,[],[],0,,False,3,0,0,,#ISMB2018 OR #ISMB18 OR @iscb,,,,,,,"[{'screen_name': 'GreeneScientist', 'name': 'Casey Greene', 'id': '95233492'}, {'screen_name': 'iscb', 'name': 'ISCB News', 'id': '96111619'}]",,,,
